depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.923075,0.923109,0.923109,0.618577,0.618577,0.618577
1,2,12,0.922994,0.9231,0.923109,0.15462,0.154851,0.154903
2,4,24,0.463482,0.923061,0.923107,0.038666,0.0392672,0.0392936
3,8,48,0.461382,0.465238,0.466565,0.00959698,0.00995845,0.0100235
4,16,96,0.457759,0.465072,0.466534,0.00240438,0.0024844,0.00252571
5,32,192,0.232695,0.462966,0.466265,0.000602598,0.000636336,0.000654979
6,64,384,0.230185,0.235579,0.240695,0.000150103,0.00015926,0.000171979
7,128,768,0.225765,0.235467,0.240385,3.63683e-05,4.14339e-05,4.4115e-05
8,256,1536,0.117798,0.231615,0.238766,8.8917e-06,1.06111e-05,1.15334e-05
9,512,3072,0.112924,0.121132,0.128959,2.06113e-06,2.64669e-06,3.26811e-06
10,1024,6144,0.105402,0.118743,0.128262,4.51624e-07,6.51529e-07,8.28802e-07
11,2048,12288,0.0576195,0.111664,0.124382,8.53414e-08,1.47445e-07,2.31512e-07
12,4096,24576,0.0482298,0.0606548,0.0730471,1.17985e-08,2.77469e-08,5.45324e-08
13,8192,49152,0.0314679,0.0521966,0.0669555,6.36218e-10,2.96219e-09,8.75029e-09
14,16384,98304,0.00994462,0.0293963,0.0528171,4.31837e-13,2.98304e-11,3.57939e-10
15,17233,103398,0,0,0,0,0,0
