depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.963703,0.963722,0.963722,0.80096,0.80096,0.80096
1,2,12,0.963562,0.963715,0.963722,0.200186,0.200923,0.201089
2,4,24,0.483406,0.96365,0.963721,0.050223,0.050662,0.050681
3,8,48,0.481752,0.485696,0.48606,0.0124519,0.0127917,0.0128795
4,16,96,0.479283,0.48554,0.486037,0.00314415,0.00322391,0.00326425
5,32,192,0.243535,0.482409,0.485738,0.000781757,0.00081896,0.000844292
6,64,384,0.240024,0.246808,0.251261,0.000192886,0.000211386,0.00022542
7,128,768,0.235978,0.246412,0.251262,4.75675e-05,5.31037e-05,5.85441e-05
8,256,1536,0.123306,0.242574,0.250837,1.14328e-05,1.35813e-05,1.5836e-05
9,512,3072,0.117903,0.126643,0.135881,2.67393e-06,3.48536e-06,4.21726e-06
10,1024,6144,0.109739,0.123934,0.134437,5.83053e-07,8.62603e-07,1.10404e-06
11,2048,12288,0.0604255,0.116156,0.130821,1.09552e-07,1.97049e-07,2.95536e-07
12,4096,24576,0.0503854,0.0633879,0.0761947,1.48539e-08,3.61981e-08,6.91433e-08
13,8192,49152,0.0327163,0.0544082,0.0703392,7.88015e-10,3.74672e-09,1.06944e-08
14,16384,98304,0.0102986,0.0306505,0.0548932,5.26099e-13,3.73308e-11,4.40603e-10
15,17233,103398,0,0,0,0,0,0
