group_idx,group_size,K_point,K_subtree
0,45,13,32
1,21,11,10
2,19,6,13
3,18,16,2
4,29,5,24
5,26,9,17
6,16,6,10
7,22,12,10
8,12,2,10
9,21,12,9
10,37,25,12
11,9,3,6
12,24,13,11
13,43,19,24
14,28,22,6
15,27,7,20
16,16,9,7
17,23,6,17
18,24,8,16
19,24,9,15
20,14,3,11
21,26,6,20
22,23,13,10
23,20,6,14
24,23,9,14
25,24,15,9
26,29,10,19
27,24,8,16
28,17,4,13
29,16,8,8
30,29,11,18
31,14,5,9
32,39,7,32
33,23,6,17
34,28,9,19
35,26,5,21
36,42,15,27
37,31,13,18
38,21,17,4
39,19,13,6
40,20,6,14
41,33,12,21
42,38,17,21
43,32,9,23
44,10,5,5
45,30,13,17
46,26,8,18
47,21,7,14
48,25,14,11
49,35,13,22
50,36,15,21
51,29,11,18
52,27,11,16
53,23,9,14
54,31,15,16
55,29,7,22
56,30,6,24
57,26,19,7
58,26,4,22
59,22,10,12
60,28,13,15
61,21,4,17
62,26,15,11
63,20,12,8
64,24,7,17
65,31,13,18
66,7,3,4
67,18,8,10
68,12,5,7
69,29,10,19
70,13,3,10
71,29,11,18
72,25,5,20
73,20,8,12
74,19,7,12
75,34,13,21
76,27,6,21
77,18,6,12
78,25,15,10
79,24,9,15
80,13,5,8
81,28,13,15
82,29,14,15
83,24,6,18
84,31,12,19
85,29,16,13
86,18,7,11
87,16,8,8
88,28,6,22
89,26,9,17
90,29,12,17
91,23,7,16
92,17,2,15
93,18,4,14
94,32,7,25
95,22,3,19
96,19,8,11
97,37,16,21
98,15,2,13
99,44,12,32
100,41,17,24
101,25,10,15
102,25,9,16
103,25,16,9
104,25,14,11
105,37,15,22
106,19,6,13
107,38,14,24
108,42,15,27
109,26,8,18
110,33,13,20
111,25,15,10
112,30,15,15
113,35,19,16
114,24,6,18
115,21,9,12
116,19,7,12
117,29,9,20
118,14,12,2
119,22,12,10
120,25,11,14
121,16,8,8
122,32,13,19
123,31,10,21
124,13,3,10
125,28,13,15
126,28,10,18
127,30,12,18
128,29,17,12
129,27,15,12
130,22,11,11
131,42,17,25
132,25,17,8
133,20,5,15
134,34,18,16
135,24,13,11
136,40,22,18
137,29,22,7
138,30,9,21
139,22,17,5
140,31,17,14
141,26,9,17
142,22,9,13
143,36,23,13
144,14,9,5
145,32,11,21
146,13,5,8
147,30,10,20
148,45,17,28
149,18,9,9
150,31,11,20
151,21,8,13
152,19,9,10
153,18,8,10
154,25,17,8
155,22,8,14
156,17,10,7
157,35,7,28
158,23,7,16
159,48,13,35
160,25,8,17
161,12,9,3
162,16,9,7
163,15,6,9
164,24,12,12
165,29,13,16
166,36,13,23
167,15,5,10
168,36,19,17
169,22,7,15
170,25,13,12
171,24,13,11
172,29,10,19
173,33,10,23
174,25,18,7
175,15,4,11
176,23,14,9
177,21,9,12
178,27,13,14
179,25,8,17
180,14,5,9
181,31,5,26
182,24,4,20
183,25,6,19
184,36,21,15
185,22,12,10
186,18,5,13
187,11,10,1
188,15,9,6
189,32,8,24
190,42,19,23
191,13,9,4
192,30,16,14
193,10,4,6
194,9,7,2
195,32,10,22
196,20,10,10
197,22,8,14
198,15,7,8
199,30,17,13
200,17,7,10
201,32,17,15
202,34,17,17
203,20,6,14
204,43,10,33
205,20,19,1
206,20,2,18
207,23,2,21
208,21,5,16
209,15,13,2
210,17,10,7
211,30,16,14
212,18,10,8
213,20,9,11
214,26,10,16
215,22,13,9
216,30,7,23
217,38,22,16
218,37,18,19
219,31,14,17
220,15,7,8
221,17,9,8
222,24,10,14
223,25,10,15
224,34,8,26
225,19,9,10
226,31,18,13
227,34,21,13
228,18,11,7
229,23,9,14
230,14,5,9
231,30,6,24
232,26,8,18
233,33,15,18
234,11,6,5
235,16,10,6
236,30,19,11
237,24,7,17
238,27,11,16
239,26,7,19
240,20,6,14
241,41,10,31
242,20,11,9
243,22,8,14
244,31,6,25
245,22,4,18
246,21,8,13
247,52,27,25
248,26,5,21
249,20,5,15
250,21,10,11
251,16,8,8
252,16,6,10
253,22,7,15
254,11,4,7
255,19,12,7
256,25,8,17
257,33,18,15
258,28,9,19
259,16,5,11
260,27,8,19
261,31,10,21
262,19,3,16
263,22,10,12
264,24,10,14
265,17,5,12
266,20,5,15
267,19,9,10
268,17,8,9
269,17,7,10
270,21,9,12
271,26,13,13
272,16,10,6
273,18,1,17
274,14,9,5
275,18,4,14
276,25,15,10
277,19,18,1
278,25,7,18
279,52,15,37
280,22,10,12
281,25,8,17
282,20,11,9
283,9,1,8
284,41,19,22
285,23,13,10
286,21,3,18
287,10,4,6
288,16,6,10
289,21,11,10
290,25,12,13
