depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.989932,0.989956,0.989956,0.960332,0.960332,0.960332
1,2,8,0.742584,0.989908,0.989908,0.240053,0.240309,0.240367
2,4,16,0.494906,0.498666,0.501225,0.0599197,0.0611885,0.0615656
3,8,32,0.36867,0.500684,0.501219,0.0149801,0.015346,0.0155256
4,16,64,0.247927,0.249823,0.252248,0.00374252,0.00386147,0.0038959
5,32,128,0.185026,0.249621,0.25219,0.000933214,0.000978265,0.00100902
6,64,256,0.123417,0.12782,0.131151,0.000233691,0.000252368,0.000261348
7,128,512,0.0911695,0.126833,0.130918,5.78489e-05,6.49746e-05,7.21826e-05
8,256,1024,0.0612561,0.0650583,0.0684787,1.40529e-05,1.65306e-05,1.82357e-05
9,512,2048,0.0444039,0.0635241,0.0681119,3.38261e-06,4.33878e-06,5.23507e-06
10,1024,4096,0.0296239,0.0337435,0.0375614,7.64151e-07,1.12776e-06,1.55474e-06
11,2048,8192,0.0203304,0.0315975,0.0364723,1.57765e-07,2.7003e-07,4.1681e-07
12,4096,16384,0.0128839,0.0169036,0.0210147,2.56963e-08,5.99071e-08,1.08622e-07
13,8192,32768,0.0071024,0.0136125,0.018866,2.32429e-09,9.30528e-09,2.414e-08
14,16384,65536,0.00209401,0.00581199,0.00988134,1.17679e-11,3.67194e-10,2.48417e-09
15,17233,68932,0,0,0,0,0,0
