depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.986517,0.987129,0.987169,0.920731,0.920731,0.920731
1,2,12,0.984323,0.986542,0.987011,0.344067,0.405927,0.419845
2,4,24,0.719311,0.985688,0.98653,0.121413,0.161862,0.176989
3,8,48,0.527106,0.957496,0.984375,0.0396417,0.0568689,0.0680434
4,16,96,0.51801,0.893289,0.978948,0.013718,0.030639,0.0431489
5,32,192,0.451226,0.668882,0.948926,0.00433779,0.0115043,0.0198228
6,64,384,0.29597,0.522568,0.674774,0.00184347,0.00504008,0.00776023
7,128,768,0.286803,0.489956,0.650183,0.000553485,0.00149265,0.00330988
8,256,1536,0.26489,0.436623,0.609671,0.000172085,0.000516591,0.0011917
9,512,3072,0.172553,0.322443,0.529791,4.96793e-05,0.000129951,0.000334736
10,1024,6144,0.153625,0.275794,0.455634,1.28557e-05,3.66258e-05,0.000100754
11,2048,12288,0.116508,0.225973,0.364119,2.90271e-06,8.75936e-06,2.29673e-05
12,4096,24576,0.0866496,0.158801,0.300117,4.65119e-07,1.51445e-06,4.40545e-06
13,8192,49152,0.0566711,0.115418,0.242583,3.07491e-08,1.5341e-07,5.9197e-07
14,16384,98304,0.0205655,0.0643087,0.155039,2.84635e-11,1.12331e-09,1.4914e-08
15,17233,103398,0,0,0,0,0,0
