depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.912794,0.912801,0.912802,0.4015,0.4015,0.4015
1,2,20,0.912752,0.912794,0.912798,0.10036,0.100421,0.100434
2,4,40,0.912704,0.912755,0.912798,0.0250611,0.0254607,0.025587
3,8,80,0.457111,0.912722,0.912798,0.00625147,0.00637824,0.00641342
4,16,160,0.456571,0.912627,0.91275,0.00155787,0.0016067,0.00162623
5,32,320,0.456077,0.459721,0.463189,0.000388431,0.00039979,0.000423552
6,64,640,0.455156,0.459257,0.463279,9.63926e-05,0.000101522,0.000106362
7,128,1280,0.452751,0.457677,0.462815,2.37842e-05,2.59615e-05,2.77489e-05
8,256,2560,0.232261,0.456779,0.4613,5.83239e-06,6.54453e-06,7.32709e-06
9,512,5120,0.227645,0.452295,0.459246,1.37797e-06,1.64331e-06,1.92955e-06
10,1024,10240,0.223661,0.235663,0.251782,3.09563e-07,4.00622e-07,4.96786e-07
11,2048,20480,0.215741,0.232098,0.24799,6.22909e-08,9.18797e-08,1.28937e-07
12,4096,40960,0.194147,0.225238,0.242818,9.75223e-09,1.81704e-08,2.86077e-08
13,8192,81920,0.113212,0.209443,0.235083,8.93181e-10,2.45913e-09,5.02773e-09
14,16384,163840,0.0837587,0.158152,0.215999,1.78475e-11,1.19563e-10,4.26769e-10
15,32768,327680,0.0331825,0.0818478,0.122448,1.94105e-16,6.75567e-14,3.1495e-12
16,34465,344650,0,0,0,0,0,0
