depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.987871,0.991096,0.992461,0.888437,0.888437,0.888437
1,2,20,0.985545,0.988559,0.992292,0.32892,0.385064,0.397696
2,4,40,0.982947,0.987004,0.991955,0.11752,0.158723,0.174207
3,8,80,0.978457,0.985224,0.991281,0.0415579,0.0617321,0.0779857
4,16,160,0.536682,0.983329,0.986929,0.0147798,0.0242016,0.0329953
5,32,320,0.530244,0.974073,0.984554,0.00502185,0.00984167,0.0141182
6,64,640,0.522449,0.950763,0.980971,0.00160263,0.00440508,0.00672465
7,128,1280,0.511544,0.881147,0.971578,0.000525944,0.00165908,0.00356065
8,256,2560,0.447329,0.680574,0.953793,0.000174304,0.000549298,0.00126344
9,512,5120,0.326454,0.571273,0.884265,5.09489e-05,0.000161901,0.000390043
10,1024,10240,0.293415,0.484099,0.640553,1.22917e-05,3.50464e-05,8.75475e-05
11,2048,20480,0.275867,0.434615,0.605015,2.57835e-06,7.59056e-06,2.12353e-05
12,4096,40960,0.241165,0.369896,0.549071,3.7691e-07,1.20224e-06,3.35595e-06
13,8192,81920,0.18445,0.291724,0.472736,3.19246e-08,1.15663e-07,3.3971e-07
14,16384,163840,0.119469,0.224188,0.382234,5.49572e-10,3.73092e-09,1.70445e-08
15,32768,327680,0.0470059,0.127318,0.252586,6.37114e-15,1.03481e-12,4.32315e-11
16,34465,344650,0,0,0,0,0,0
