group_size,count
1,3
2,5
3,13
4,23
5,31
6,50
7,72
8,125
9,143
10,239
11,273
12,343
13,407
14,458
15,508
16,550
17,576
18,563
19,557
20,628
21,542
22,515
23,501
24,455
25,428
26,351
27,302
28,254
29,190
30,180
31,149
32,131
33,78
34,88
35,62
36,48
37,27
38,32
39,20
40,19
41,18
42,9
43,8
44,6
45,4
46,2
48,2
49,3
50,3
51,1
52,2
53,1
55,1
70,1
