depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.989845,0.992007,0.992686,0.961679,0.961679,0.961679
1,2,8,0.763613,0.991866,0.992672,0.254063,0.257215,0.257924
2,4,16,0.503835,0.546044,0.605298,0.06669,0.0753576,0.0783485
3,8,32,0.415089,0.530403,0.59038,0.0200262,0.0225038,0.0249522
4,16,64,0.261805,0.298968,0.345904,0.00492383,0.00615009,0.00687863
5,32,128,0.225607,0.273917,0.304243,0.00142847,0.00198202,0.00229651
6,64,256,0.136868,0.172601,0.209592,0.000392748,0.000520111,0.000612944
7,128,512,0.113239,0.147821,0.185507,0.000107121,0.000158963,0.000223466
8,256,1024,0.0703509,0.0965742,0.128223,2.62649e-05,4.56976e-05,6.90695e-05
9,512,2048,0.0527101,0.0784903,0.10776,6.29556e-06,1.3424e-05,2.19755e-05
10,1024,4096,0.032118,0.0515276,0.0776927,1.11437e-06,2.90829e-06,6.0637e-06
11,2048,8192,0.0179226,0.0353304,0.0604773,8.63713e-08,4.23909e-07,1.1454e-06
12,4096,16384,0,0.0135658,0.0328689,0,6.7889e-09,7.84059e-08
13,1809,7236,0,0,0,0,0,0
