depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.788153,0.788721,0.788721,0.239621,0.239621,0.239621
1,2,12,0.786557,0.788564,0.788721,0.0597051,0.0629312,0.0636571
2,4,24,0.406132,0.786114,0.788721,0.0151687,0.0158251,0.0160588
3,8,48,0.392523,0.406443,0.41304,0.00361419,0.00401136,0.00421278
4,16,96,0.375975,0.402646,0.41304,0.000845887,0.00103485,0.0011994
5,32,192,0.203214,0.391248,0.402298,0.000191308,0.000266269,0.000339458
6,64,384,0.185243,0.209561,0.234133,3.66929e-05,5.77855e-05,9.09874e-05
7,128,768,0.150908,0.195754,0.230259,5.896e-06,1.24259e-05,2.62607e-05
8,256,1536,0.085663,0.165651,0.201403,4.78361e-07,1.8364e-06,5.06589e-06
9,512,3072,0.0447175,0.0848637,0.11689,5.23116e-09,5.59062e-08,3.27981e-07
10,977,5862,0,0,0,0,0,0
