group_size,count
19,1
22,1
23,1
24,1
26,4
28,1
30,3
31,4
32,5
33,2
34,5
35,7
36,3
37,4
38,5
39,2
40,4
41,9
42,13
43,6
44,3
45,9
46,5
47,11
48,11
49,8
50,9
51,13
52,13
53,11
54,12
55,11
56,11
57,12
58,13
59,11
60,20
61,19
62,21
63,15
64,9
65,21
66,22
67,10
68,23
69,18
70,18
71,16
72,21
73,19
74,22
75,23
76,18
77,27
78,20
79,24
80,23
81,21
82,30
83,24
84,21
85,18
86,20
87,24
88,25
89,21
90,23
91,19
92,21
93,18
94,28
95,25
96,23
97,13
98,21
99,19
100,17
101,19
102,17
103,12
104,16
105,21
106,14
107,18
108,19
109,18
110,8
111,10
112,15
113,20
114,15
115,22
116,15
117,19
118,21
119,20
120,20
121,12
122,17
123,8
124,10
125,18
126,13
127,15
128,13
129,11
130,10
131,15
132,15
133,9
134,15
135,13
136,11
137,11
138,17
139,11
140,21
141,14
142,5
143,10
144,18
145,15
146,14
147,16
148,12
149,10
150,10
151,7
152,13
153,9
154,12
155,11
156,7
157,9
158,11
159,8
160,9
161,9
162,3
163,12
164,2
165,6
166,7
167,7
168,4
169,5
170,3
171,4
172,1
173,4
174,3
175,2
176,2
178,3
179,3
180,3
181,1
183,1
184,1
188,2
189,1
192,2
194,1
