depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.992541,0.994835,0.995053,0.95887,0.95887,0.95887
1,2,12,0.991249,0.994389,0.995013,0.342005,0.413224,0.429249
2,4,24,0.601496,0.991326,0.994438,0.102809,0.117211,0.117863
3,8,48,0.509097,0.719904,0.854399,0.0268067,0.03876,0.0394099
4,16,96,0.500491,0.648398,0.726283,0.0077716,0.0162864,0.0241227
5,32,192,0.375172,0.510073,0.709089,0.00248092,0.00506217,0.00711198
6,64,384,0.271111,0.3952,0.49311,0.000688662,0.00133101,0.00208579
7,128,768,0.261825,0.354834,0.444955,0.000205729,0.000418275,0.000663921
8,256,1536,0.210478,0.298184,0.405665,5.79962e-05,0.000116625,0.000233013
9,512,3072,0.145591,0.223159,0.298053,1.44435e-05,2.87891e-05,5.17888e-05
10,1024,6144,0.129197,0.1887,0.258997,3.68444e-06,8.07845e-06,1.49597e-05
11,2048,12288,0.097899,0.150389,0.224769,7.62066e-07,1.73388e-06,3.54593e-06
12,4096,24576,0.0675831,0.106463,0.164394,1.0247e-07,2.79718e-07,6.8068e-07
13,8192,49152,0.0449846,0.0799267,0.133133,6.47442e-09,3.02382e-08,1.0347e-07
14,16384,98304,0.0159141,0.046867,0.091817,5.61861e-12,2.30528e-10,3.03644e-09
15,17233,103398,0,0,0,0,0,0
