depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.991203,0.992353,0.992393,0.927827,0.927827,0.927827
1,2,16,0.988056,0.991842,0.991953,0.344782,0.4131,0.428471
2,4,32,0.984049,0.989871,0.991916,0.113777,0.169601,0.189749
3,8,64,0.526065,0.987437,0.991012,0.0390582,0.0635293,0.0845122
4,16,128,0.520255,0.925759,0.983839,0.012576,0.0211906,0.0371827
5,32,256,0.514115,0.844455,0.976081,0.00376546,0.0100126,0.0160858
6,64,512,0.470094,0.72101,0.938479,0.00128524,0.00314697,0.00703493
7,128,1024,0.417065,0.536909,0.851584,0.000394547,0.00113445,0.00277098
8,256,2048,0.282332,0.469976,0.606608,0.000113031,0.000309855,0.000892582
9,512,4096,0.273576,0.433711,0.55945,3.1578e-05,9.10345e-05,0.000295217
10,1024,8192,0.254946,0.37227,0.500842,8.44589e-06,2.31154e-05,5.62864e-05
11,2048,16384,0.194929,0.302293,0.45102,1.74586e-06,4.55411e-06,1.15848e-05
12,4096,32768,0.145599,0.235168,0.354411,2.87196e-07,7.65269e-07,1.89747e-06
13,8192,65536,0.117014,0.190629,0.303324,3.27128e-08,1.04789e-07,2.88467e-07
14,16384,131072,0.0785811,0.141313,0.244054,1.09293e-09,6.15772e-09,2.35108e-08
15,32768,262144,0.0292516,0.0830407,0.167516,1.10559e-13,9.44293e-12,1.998e-10
16,34465,275720,0,0,0,0,0,0
