depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.899269,0.899429,0.899429,0.427719,0.427719,0.427719
1,2,16,0.898934,0.899313,0.899365,0.106686,0.106697,0.106699
2,4,32,0.676754,0.899054,0.899365,0.0265843,0.0272805,0.0272976
3,8,64,0.449863,0.898222,0.89888,0.00665426,0.0069201,0.00697334
4,16,128,0.448474,0.456785,0.471064,0.00160778,0.00185078,0.00186662
5,32,256,0.44243,0.456449,0.470515,0.000391638,0.000468211,0.000500639
6,64,512,0.336194,0.454147,0.470124,9.44417e-05,0.000118624,0.000127438
7,128,1024,0.224681,0.44166,0.465526,2.11075e-05,2.85333e-05,3.36153e-05
8,256,2048,0.212522,0.237552,0.263509,4.05366e-06,6.86907e-06,8.61905e-06
9,512,4096,0.192216,0.227723,0.254478,6.61858e-07,1.24288e-06,1.98769e-06
10,1024,8192,0.12455,0.207299,0.24091,5.493e-08,1.692e-07,3.46948e-07
11,2048,16384,0.0741643,0.149609,0.217486,7.98922e-10,7.35258e-09,2.66874e-08
12,4096,32768,0,0.0608495,0.117108,0,6.73155e-12,2.52493e-10
13,1809,14472,0,0,0,0,0,0
