left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,19,156,66,7,83,49841,3,15,149,66,9,0,7,16,9,10,1.1875,0.526316,1.42857
1,23,228,101,7,120,49771,1,15,221,101,15,0,7,22,15,8,1.04545,0.347826,1.14286
2,23,127,54,6,67,49869,4,15,121,54,13,0,6,19,13,10,1.21053,0.434783,1.66667
3,14,208,97,4,107,49791,1,15,204,97,9,0,4,13,9,5,1.07692,0.357143,1.25
4,17,178,74,10,94,49821,1,15,168,74,6,0,10,16,6,11,1.0625,0.647059,1.1
5,28,313,133,15,165,49684,3,15,298,133,10,0,15,25,10,18,1.12,0.642857,1.2
6,15,196,86,7,103,49802,2,15,189,86,6,0,7,13,6,9,1.15385,0.6,1.28571
7,24,276,122,10,144,49721,3,15,266,122,11,0,10,21,11,13,1.14286,0.541667,1.3
8,21,218,94,7,117,49782,0,15,211,94,14,0,7,21,14,7,1,0.333333,1
9,19,152,63,7,82,49846,2,15,145,63,10,0,7,17,10,9,1.11765,0.473684,1.28571
10,17,241,109,6,126,49757,2,15,235,109,9,0,6,15,9,8,1.13333,0.470588,1.33333
11,22,333,154,4,175,49666,1,15,329,154,17,0,4,21,17,5,1.04762,0.227273,1.25
12,23,140,57,7,76,49858,2,15,133,57,14,0,7,21,14,9,1.09524,0.391304,1.28571
13,26,264,117,9,138,49733,3,15,255,117,14,0,9,23,14,12,1.13043,0.461538,1.33333
14,15,208,94,5,109,49788,4,15,203,94,6,0,5,11,6,9,1.36364,0.6,1.8
15,25,405,189,9,207,49589,6,15,396,189,10,0,9,19,10,15,1.31579,0.6,1.66667
16,18,151,67,5,79,49847,2,15,146,67,11,0,5,16,11,7,1.125,0.388889,1.4
17,25,233,99,10,124,49762,5,15,223,99,10,0,10,20,10,15,1.25,0.6,1.5
18,23,286,130,7,149,49710,4,15,279,130,12,0,7,19,12,11,1.21053,0.478261,1.57143
19,19,223,97,9,117,49774,3,15,214,97,7,0,9,16,7,12,1.1875,0.631579,1.33333
20,27,216,94,6,116,49783,1,15,210,94,20,0,6,26,20,7,1.03846,0.259259,1.16667
