group_size,count
22,1
24,2
26,5
27,1
28,1
29,1
30,3
31,2
32,1
33,1
35,2
36,4
37,3
38,1
39,4
40,5
42,3
43,4
44,5
45,6
46,6
47,2
48,6
49,4
50,3
51,8
52,4
53,4
54,8
55,8
56,8
57,13
58,11
59,7
60,8
61,15
62,4
63,14
64,18
65,11
66,16
67,16
68,12
69,12
70,18
71,15
72,12
73,13
74,14
75,27
76,17
77,20
78,28
79,21
80,17
81,27
82,30
83,27
84,22
85,21
86,24
87,30
88,44
89,25
90,21
91,25
92,34
93,29
94,44
95,24
96,23
97,23
98,29
99,31
100,35
101,26
102,28
103,34
104,39
105,24
106,32
107,32
108,21
109,26
110,26
111,30
112,19
113,20
114,21
115,23
116,21
117,16
118,20
119,19
120,23
121,15
122,20
123,25
124,21
125,20
126,14
127,15
128,18
129,10
130,12
131,16
132,16
133,16
134,11
135,15
136,17
137,13
138,13
139,9
140,13
141,9
142,6
143,9
144,7
145,6
146,6
147,4
148,9
149,6
150,4
151,6
152,5
153,4
154,2
155,4
156,1
157,5
158,6
159,2
160,1
161,5
162,2
163,2
164,1
165,2
166,2
167,2
168,3
169,2
170,3
171,1
172,2
173,1
175,2
176,1
178,2
181,2
186,1
188,1
189,2
192,1
193,1
195,1
196,1
201,1
202,1
289,1
