group_idx,group_size,K_point,K_subtree
0,2,2,0
1,1,0,1
2,3,2,1
3,1,1,0
4,2,1,1
5,1,1,0
6,2,2,0
7,1,1,0
8,1,0,1
9,1,0,1
10,1,1,0
11,2,1,1
12,4,1,3
13,1,1,0
14,1,1,0
15,2,1,1
16,1,0,1
17,3,1,2
18,5,3,2
19,1,1,0
20,3,2,1
21,5,2,3
22,1,0,1
23,2,1,1
24,2,2,0
25,5,4,1
26,2,2,0
27,3,2,1
28,1,0,1
29,2,0,2
30,1,0,1
31,2,0,2
32,3,1,2
33,4,1,3
34,4,3,1
35,3,2,1
36,3,1,2
37,2,2,0
38,3,0,3
39,4,1,3
40,1,0,1
41,2,1,1
42,4,2,2
43,1,1,0
44,3,2,1
45,1,1,0
46,3,0,3
47,6,4,2
48,1,1,0
49,2,0,2
50,2,1,1
51,2,1,1
52,2,1,1
53,1,0,1
54,4,4,0
55,2,0,2
56,1,1,0
57,4,1,3
58,1,0,1
59,2,2,0
60,4,3,1
61,1,0,1
62,3,2,1
63,1,0,1
64,3,3,0
65,1,0,1
66,4,3,1
67,2,0,2
68,2,0,2
69,1,0,1
70,3,1,2
71,4,2,2
72,1,1,0
73,3,3,0
74,1,0,1
75,1,1,0
76,2,1,1
77,2,1,1
78,2,1,1
79,5,2,3
80,2,1,1
81,1,1,0
82,2,1,1
83,2,0,2
84,2,1,1
85,2,0,2
86,2,2,0
87,1,1,0
88,4,4,0
89,3,0,3
90,2,1,1
91,1,0,1
92,2,1,1
93,3,1,2
94,3,0,3
95,2,0,2
96,2,1,1
97,3,2,1
98,1,0,1
99,3,2,1
100,1,0,1
101,1,0,1
102,2,2,0
103,1,1,0
104,2,2,0
105,1,1,0
106,2,1,1
107,2,2,0
108,5,2,3
109,2,1,1
110,2,0,2
111,3,2,1
112,1,0,1
113,2,1,1
114,2,1,1
115,2,2,0
116,3,2,1
117,1,1,0
118,5,3,2
119,1,0,1
120,1,0,1
121,1,1,0
122,5,3,2
123,2,0,2
124,2,1,1
125,2,2,0
126,2,0,2
127,5,2,3
128,2,1,1
129,5,1,4
130,2,1,1
131,1,1,0
132,1,1,0
133,1,0,1
134,3,1,2
135,3,1,2
136,4,1,3
137,3,0,3
138,2,2,0
139,4,2,2
140,2,2,0
141,1,0,1
142,2,1,1
143,3,1,2
144,1,1,0
145,2,1,1
146,1,0,1
147,2,0,2
148,2,0,2
149,5,1,4
150,3,1,2
151,5,2,3
152,1,1,0
153,1,0,1
154,2,2,0
155,6,2,4
156,5,0,5
157,3,0,3
158,2,1,1
159,2,1,1
160,3,2,1
161,2,1,1
162,1,0,1
163,1,0,1
164,1,1,0
165,5,3,2
166,2,1,1
167,1,0,1
168,5,0,5
169,1,1,0
170,1,1,0
171,3,1,2
172,3,0,3
173,4,2,2
174,1,0,1
175,2,0,2
176,2,1,1
177,2,1,1
178,2,0,2
179,4,2,2
180,2,0,2
181,1,1,0
182,3,2,1
183,2,0,2
184,3,3,0
185,2,1,1
186,1,0,1
187,1,0,1
188,6,1,5
189,3,3,0
190,4,1,3
191,3,1,2
192,2,0,2
193,2,0,2
194,4,1,3
195,1,1,0
196,4,1,3
197,1,0,1
198,2,1,1
199,2,2,0
200,1,0,1
201,3,1,2
202,4,2,2
203,4,1,3
204,4,4,0
205,3,2,1
206,3,1,2
207,2,1,1
208,4,1,3
209,1,1,0
210,1,1,0
211,1,0,1
212,2,1,1
213,4,2,2
214,6,3,3
215,5,2,3
216,1,1,0
217,3,3,0
218,2,1,1
219,1,1,0
220,1,0,1
221,4,1,3
222,2,1,1
223,2,1,1
224,1,0,1
225,3,0,3
226,2,0,2
227,2,0,2
228,4,2,2
229,1,0,1
230,5,3,2
231,2,1,1
232,2,1,1
233,2,0,2
234,5,2,3
235,4,1,3
236,1,0,1
237,3,1,2
238,1,1,0
239,2,1,1
240,2,2,0
241,5,1,4
242,3,3,0
243,1,1,0
244,2,0,2
245,1,0,1
246,3,2,1
247,2,0,2
248,5,2,3
249,3,3,0
250,3,1,2
251,2,0,2
252,2,0,2
253,3,2,1
254,4,2,2
255,3,0,3
256,3,1,2
257,1,0,1
258,2,1,1
259,3,0,3
260,2,0,2
