depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.971211,0.971213,0.971213,0.839234,0.839234,0.839234
1,2,12,0.971188,0.971212,0.971213,0.209781,0.210313,0.210433
2,4,24,0.487104,0.971157,0.971196,0.0525036,0.0530362,0.05309
3,8,48,0.485523,0.488535,0.489853,0.013084,0.0133781,0.0134947
4,16,96,0.482857,0.488507,0.489853,0.00327596,0.00336731,0.00342156
5,32,192,0.244757,0.48724,0.489838,0.000813921,0.000867047,0.000875085
6,64,384,0.242429,0.246707,0.249871,0.000202973,0.000216571,0.000221848
7,128,768,0.239712,0.246511,0.249543,5.06445e-05,5.50214e-05,5.86148e-05
8,256,1536,0.123363,0.243773,0.249179,1.23896e-05,1.40513e-05,1.51191e-05
9,512,3072,0.12037,0.126233,0.132886,3.03209e-06,3.59026e-06,4.13943e-06
10,1024,6144,0.114985,0.124638,0.131384,7.02789e-07,9.11402e-07,1.12672e-06
11,2048,12288,0.0619222,0.120112,0.129913,1.53312e-07,2.25093e-07,2.96891e-07
12,4096,24576,0.0557191,0.064812,0.0738825,2.89438e-08,5.04579e-08,7.953e-08
13,8192,49152,0.0447569,0.060058,0.0706289,3.9364e-09,9.47671e-09,1.75716e-08
14,16384,98304,0.0241916,0.047781,0.0642072,2.10818e-10,1.04419e-09,2.91499e-09
15,32768,196608,0.0085139,0.0222933,0.0357311,1.4206e-13,1.10205e-11,1.34451e-10
16,34465,206790,0,0,0,0,0,0
