group_size,count
1,10
2,22
3,23
4,38
5,46
6,40
7,61
8,81
9,86
10,94
11,115
12,119
13,167
14,156
15,167
16,198
17,202
18,237
19,251
20,218
21,263
22,296
23,293
24,304
25,328
26,319
27,328
28,307
29,357
30,361
31,373
32,391
33,387
34,392
35,386
36,399
37,416
38,425
39,464
40,412
41,407
42,408
43,416
44,431
45,435
46,441
47,434
48,390
49,446
50,451
51,477
52,448
53,459
54,430
55,443
56,457
57,446
58,428
59,413
60,394
61,436
62,391
63,380
64,365
65,417
66,385
67,374
68,383
69,390
70,363
71,342
72,337
73,347
74,335
75,330
76,303
77,307
78,291
79,293
80,291
81,324
82,272
83,280
84,286
85,238
86,264
87,250
88,254
89,274
90,255
91,234
92,220
93,225
94,216
95,235
96,209
97,210
98,210
99,208
100,197
101,215
102,183
103,173
104,194
105,183
106,184
107,204
108,194
109,162
110,182
111,177
112,170
113,173
114,172
115,174
116,177
117,155
118,136
119,162
120,169
121,145
122,146
123,124
124,144
125,139
126,158
127,137
128,136
129,133
130,115
131,148
132,124
133,135
134,110
135,106
136,131
137,122
138,120
139,115
140,113
141,97
142,85
143,103
144,95
145,83
146,101
147,96
148,81
149,86
150,71
151,78
152,75
153,75
154,67
155,70
156,55
157,58
158,80
159,69
160,56
161,55
162,72
163,63
164,58
165,49
166,65
167,57
168,51
169,61
170,52
171,46
172,48
173,50
174,41
175,48
176,55
177,28
178,44
179,38
180,44
181,44
182,32
183,35
184,35
185,33
186,39
187,30
188,28
189,23
190,30
191,24
192,26
193,25
194,23
195,23
196,11
197,21
198,17
199,22
200,20
201,19
202,16
203,10
204,30
205,20
206,17
207,19
208,18
209,13
210,17
211,16
212,12
213,10
214,16
215,10
216,12
217,10
218,15
219,7
220,12
221,8
222,9
223,10
224,3
225,8
226,11
227,5
228,11
229,11
230,7
231,11
232,8
233,11
234,6
235,8
236,5
237,4
238,4
239,4
240,4
241,8
243,3
244,6
245,4
246,5
248,1
249,2
250,1
251,7
252,1
253,3
254,4
255,6
256,6
257,4
258,6
259,2
260,2
261,2
262,3
263,2
264,2
265,4
266,2
267,2
269,2
271,2
273,1
277,2
280,2
281,1
282,1
283,2
284,1
285,1
286,5
287,1
288,2
289,3
290,1
291,2
296,1
297,1
298,1
300,1
302,1
304,1
306,1
314,2
317,1
319,1
320,1
323,1
329,1
337,1
340,1
342,1
345,1
357,1
371,1
