depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.976107,0.98013,0.980906,0.780858,0.780858,0.780858
1,2,20,0.972165,0.97946,0.98081,0.292031,0.312008,0.316502
2,4,40,0.967197,0.97651,0.980619,0.105259,0.124728,0.131262
3,8,80,0.954193,0.974052,0.980235,0.0387183,0.0469638,0.0547213
4,16,160,0.567805,0.970783,0.979658,0.0139083,0.0175618,0.0226368
5,32,320,0.555211,0.964026,0.978002,0.00496051,0.00720642,0.00889288
6,64,640,0.546817,0.953993,0.973675,0.00177794,0.00354966,0.00512754
7,128,1280,0.526043,0.935457,0.963873,0.000639187,0.00139416,0.00285976
8,256,2560,0.403658,0.673263,0.950881,0.000238069,0.000611846,0.00137903
9,512,5120,0.367232,0.598882,0.925462,7.32645e-05,0.000188058,0.000459361
10,1024,10240,0.321261,0.527845,0.620909,1.80457e-05,5.02486e-05,0.000123732
11,2048,20480,0.28768,0.472873,0.6079,3.33747e-06,1.04104e-05,2.4906e-05
12,4096,40960,0.231555,0.390105,0.584956,3.18249e-07,1.21738e-06,3.5246e-06
13,8192,81920,0.156828,0.297388,0.52893,6.51009e-09,4.62411e-08,2.10759e-07
14,16384,163840,0.0602619,0.177714,0.378208,8.61301e-14,1.46783e-11,7.86251e-10
15,17233,172330,0,0,0,0,0,0
