depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.992131,0.994181,0.99433,0.95348,0.95348,0.95348
1,2,12,0.990022,0.992294,0.993725,0.350352,0.426978,0.444219
2,4,24,0.604308,0.988481,0.993311,0.0885016,0.136912,0.154565
3,8,48,0.510047,0.708745,0.869804,0.0247665,0.0407701,0.0418629
4,16,96,0.501047,0.653832,0.731929,0.00846801,0.0149401,0.0252599
5,32,192,0.364191,0.510775,0.723904,0.00239004,0.00384049,0.0093871
6,64,384,0.269652,0.391568,0.478444,0.000649798,0.00126583,0.00197086
7,128,768,0.259653,0.344745,0.454656,0.000210661,0.000392824,0.000562159
8,256,1536,0.209174,0.29482,0.406552,5.73943e-05,0.000124642,0.000173224
9,512,3072,0.147116,0.221484,0.302254,1.4238e-05,2.84033e-05,4.57623e-05
10,1024,6144,0.13075,0.187676,0.256704,3.62385e-06,7.88644e-06,1.69006e-05
11,2048,12288,0.0979223,0.149865,0.221043,7.58713e-07,1.70515e-06,3.80306e-06
12,4096,24576,0.0677095,0.10654,0.166733,1.05789e-07,2.84484e-07,6.50182e-07
13,8192,49152,0.0450498,0.0799969,0.134524,6.69985e-09,3.02677e-08,9.89401e-08
14,16384,98304,0.01602,0.046957,0.0914224,5.69545e-12,2.4431e-10,2.90931e-09
15,17233,103398,0,0,0,0,0,0
