depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.99291,0.99291,0.99291,0.971939,0.971939,0.971939
1,2,8,0.744676,0.992898,0.992898,0.242973,0.242978,0.242979
2,4,16,0.496427,0.498292,0.49939,0.0607362,0.0612872,0.0614295
3,8,32,0.37246,0.499139,0.499387,0.0152059,0.0155559,0.0155777
4,16,64,0.247498,0.251052,0.251837,0.00378262,0.00389771,0.00395771
5,32,128,0.186562,0.24977,0.251782,0.000953662,0.000993654,0.00100737
6,64,256,0.124098,0.126669,0.127928,0.000237056,0.000250507,0.000257467
7,128,512,0.0927508,0.12577,0.127909,5.88019e-05,6.33184e-05,6.95898e-05
8,256,1024,0.0616791,0.064757,0.0668325,1.44253e-05,1.67408e-05,1.80265e-05
9,512,2048,0.0458156,0.0639196,0.0664654,3.52443e-06,4.26244e-06,4.93306e-06
10,1024,4096,0.0303605,0.0332551,0.0359648,8.47435e-07,1.09564e-06,1.32883e-06
11,2048,8192,0.0214007,0.0319113,0.035282,1.93143e-07,2.7938e-07,3.77243e-07
12,4096,16384,0.0141434,0.0171169,0.0198712,3.98951e-08,6.86877e-08,1.05069e-07
13,8192,32768,0.0091572,0.0152135,0.0188238,6.51932e-09,1.48973e-08,2.81375e-08
14,16384,65536,0.0050341,0.00795283,0.0107479,5.71598e-10,2.32102e-09,6.118e-09
15,32768,131072,0.00144522,0.00455654,0.00831872,2.86025e-12,9.06502e-11,6.13242e-10
16,34465,137860,0,0,0,0,0,0
