left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,174,820,319,57,444,49148,32,15,763,319,85,0,57,142,85,89,1.22535,0.511494,1.5614
1,123,518,178,47,293,49462,20,15,471,178,56,0,47,103,56,67,1.19417,0.544715,1.42553
2,192,711,259,60,392,49255,34,15,651,259,98,0,60,158,98,94,1.21519,0.489583,1.56667
3,134,624,247,35,342,49339,37,15,589,247,62,0,35,97,62,72,1.38144,0.537313,2.05714
4,187,880,353,48,479,49072,48,15,832,353,91,0,48,139,91,96,1.34532,0.513369,2
5,200,582,194,53,335,49392,26,15,529,194,121,0,53,174,121,79,1.14943,0.395,1.49057
6,353,1572,614,95,863,48359,69,15,1477,614,189,0,95,284,189,164,1.24296,0.464589,1.72632
7,118,376,109,48,219,49607,17,15,328,109,53,0,48,101,53,65,1.16832,0.550847,1.35417
8,220,1165,496,51,618,48763,72,15,1114,496,97,0,51,148,97,123,1.48649,0.559091,2.41176
9,101,287,101,31,155,49682,31,15,256,101,39,0,31,70,39,62,1.44286,0.613861,2
10,248,1432,610,64,758,48495,73,15,1368,610,111,0,64,175,111,137,1.41714,0.552419,2.14062
11,149,508,189,41,278,49449,43,15,467,189,65,0,41,106,65,84,1.40566,0.563758,2.04878
12,135,614,247,35,332,49347,39,15,579,247,61,0,35,96,61,74,1.40625,0.548148,2.11429
13,268,1150,466,65,619,48747,103,15,1085,466,100,0,65,165,100,168,1.62424,0.626866,2.58462
14,207,738,271,55,412,49226,36,15,683,271,116,0,55,171,116,91,1.21053,0.439614,1.65455
15,216,779,281,69,429,49159,62,15,710,281,85,0,69,154,85,131,1.4026,0.606481,1.89855
16,201,690,257,53,380,49271,39,15,637,257,109,0,53,162,109,92,1.24074,0.457711,1.73585
17,178,512,170,50,292,49453,35,15,462,170,93,0,50,143,93,85,1.24476,0.477528,1.7
18,232,1010,385,75,550,48945,45,15,935,385,112,0,75,187,112,120,1.24064,0.517241,1.6
19,175,438,147,46,245,49511,51,15,392,147,78,0,46,124,78,97,1.41129,0.554286,2.1087
20,109,275,104,20,151,49664,61,15,255,104,28,0,20,48,28,81,2.27083,0.743119,4.05
21,141,404,124,53,227,49562,34,15,351,124,54,0,53,107,54,87,1.31776,0.617021,1.64151
22,254,967,344,85,538,48977,56,15,882,344,113,0,85,198,113,141,1.28283,0.555118,1.65882
23,246,1066,430,56,580,48877,57,15,1010,430,133,0,56,189,133,113,1.30159,0.45935,2.01786
24,105,364,130,31,203,49615,21,15,333,130,53,0,31,84,53,52,1.25,0.495238,1.67742
25,209,971,372,67,532,48987,42,15,904,372,100,0,67,167,100,109,1.2515,0.521531,1.62687
26,271,1715,709,86,920,48231,54,15,1629,709,131,0,86,217,131,140,1.24885,0.516605,1.62791
27,119,413,143,42,228,49555,32,15,371,143,45,0,42,87,45,74,1.36782,0.621849,1.7619
28,205,705,242,72,391,49255,40,15,633,242,93,0,72,165,93,112,1.24242,0.546341,1.55556
29,253,1402,556,83,763,48547,51,15,1319,556,119,0,83,202,119,134,1.25248,0.529644,1.61446
30,183,704,271,48,385,49244,52,15,656,271,83,0,48,131,83,100,1.39695,0.546448,2.08333
31,289,836,265,96,475,49091,73,15,740,265,120,0,96,216,120,169,1.33796,0.584775,1.76042
32,146,416,129,53,234,49545,39,15,363,129,54,0,53,107,54,92,1.36449,0.630137,1.73585
33,124,343,125,26,192,49617,40,15,317,125,58,0,26,84,58,66,1.47619,0.532258,2.53846
34,185,607,214,59,334,49344,49,15,548,214,77,0,59,136,77,108,1.36029,0.583784,1.83051
35,189,820,312,63,445,49125,55,15,757,312,71,0,63,134,71,118,1.41045,0.624339,1.87302
36,165,679,244,64,371,49294,27,15,615,244,74,0,64,138,74,91,1.19565,0.551515,1.42188
37,253,1362,555,77,730,48555,83,15,1285,555,93,0,77,170,93,160,1.48824,0.632411,2.07792
38,299,922,305,95,522,49026,52,15,827,305,152,0,95,247,152,147,1.21053,0.491639,1.54737
