depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.845808,0.845827,0.845827,0.187374,0.187374,0.187374
1,2,20,0.845772,0.845805,0.845826,0.0468197,0.0470377,0.0470868
2,4,40,0.845582,0.845801,0.845826,0.0117253,0.0117895,0.0118097
3,8,80,0.424691,0.845643,0.845755,0.00290897,0.00298177,0.00299391
4,16,160,0.423677,0.845265,0.845691,0.000723976,0.000753845,0.000760975
5,32,320,0.422181,0.427178,0.43791,0.000179237,0.000192558,0.000194585
6,64,640,0.420457,0.42652,0.437657,4.50903e-05,4.88738e-05,5.00063e-05
7,128,1280,0.416017,0.425932,0.435457,1.08846e-05,1.24592e-05,1.31953e-05
8,256,2560,0.216427,0.423899,0.433071,2.58202e-06,3.14584e-06,3.59323e-06
9,512,5120,0.21003,0.414665,0.431213,5.78689e-07,7.6266e-07,9.10519e-07
10,1024,10240,0.203205,0.2193,0.238993,1.15802e-07,1.71458e-07,2.35926e-07
11,2048,20480,0.189441,0.213327,0.234677,1.83091e-08,3.3045e-08,5.36061e-08
12,4096,40960,0.151907,0.20102,0.226086,1.67782e-09,4.54924e-09,9.17575e-09
13,8192,81920,0.0888238,0.17086,0.212083,3.17068e-11,2.25337e-10,9.08023e-10
14,16384,163840,0.0343148,0.0926148,0.167344,3.50936e-16,1.30325e-13,6.27018e-12
15,17233,172330,0,0,0,0,0,0
