left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,126,190,60,26,104,49757,53,15,164,60,47,0,26,73,47,79,1.72603,0.626984,3.03846
1,131,230,82,21,127,49711,59,15,209,82,51,0,21,72,51,80,1.81944,0.610687,3.80952
2,217,319,89,54,176,49585,96,15,265,89,67,0,54,121,67,150,1.79339,0.691244,2.77778
3,225,395,134,47,214,49490,115,15,348,134,63,0,47,110,63,162,2.04545,0.72,3.44681
4,140,214,59,36,119,49730,56,15,178,59,48,0,36,84,48,92,1.66667,0.657143,2.55556
5,210,367,127,42,198,49528,105,15,325,127,63,0,42,105,63,147,2,0.7,3.5
6,233,276,70,50,156,49612,112,15,226,70,71,0,50,121,71,162,1.92562,0.695279,3.24
7,244,397,116,60,221,49499,104,15,337,116,80,0,60,140,80,164,1.74286,0.672131,2.73333
8,249,369,113,56,200,49510,121,15,313,113,72,0,56,128,72,177,1.94531,0.710843,3.16071
9,189,340,127,30,183,49543,117,15,310,127,42,0,30,72,42,147,2.625,0.777778,4.9
10,207,285,104,29,152,49584,131,15,256,104,47,0,29,76,47,160,2.72368,0.772947,5.51724
11,226,318,87,52,179,49575,107,15,266,87,67,0,52,119,67,159,1.89916,0.70354,3.05769
12,146,239,71,37,131,49698,63,15,202,71,46,0,37,83,46,100,1.75904,0.684932,2.7027
13,243,270,74,48,148,49579,151,15,222,74,44,0,48,92,44,199,2.6413,0.81893,4.14583
14,182,271,95,32,144,49612,117,15,239,95,33,0,32,65,33,149,2.8,0.818681,4.65625
15,177,281,90,37,154,49631,88,15,244,90,52,0,37,89,52,125,1.98876,0.706215,3.37838
16,220,340,91,64,185,49578,82,15,276,91,74,0,64,138,74,146,1.5942,0.663636,2.28125
17,192,298,110,26,162,49590,112,15,272,110,54,0,26,80,54,138,2.4,0.71875,5.30769
18,162,259,82,34,143,49664,77,15,225,82,51,0,34,85,51,111,1.90588,0.685185,3.26471
19,235,456,154,52,250,49431,113,15,404,154,70,0,52,122,70,165,1.92623,0.702128,3.17308
20,131,137,34,28,75,49795,68,15,109,34,35,0,28,63,35,96,2.07937,0.732824,3.42857
21,216,332,111,41,180,49560,108,15,291,111,67,0,41,108,67,149,2,0.689815,3.63415
22,217,381,133,39,209,49510,109,15,342,133,69,0,39,108,69,148,2.00926,0.682028,3.79487
23,232,439,153,46,240,49447,114,15,393,153,72,0,46,118,72,160,1.9661,0.689655,3.47826
24,220,297,91,45,161,49596,107,15,252,91,68,0,45,113,68,152,1.9469,0.690909,3.37778
25,227,312,87,56,169,49582,106,15,256,87,65,0,56,121,65,162,1.87603,0.713656,2.89286
26,161,216,60,37,119,49704,80,15,179,60,44,0,37,81,44,117,1.98765,0.726708,3.16216
27,245,301,92,44,165,49562,137,15,257,92,64,0,44,108,64,181,2.26852,0.738776,4.11364
28,237,396,139,40,217,49479,125,15,356,139,72,0,40,112,72,165,2.11607,0.696203,4.125
29,214,394,122,55,217,49515,91,15,339,122,68,0,55,123,68,146,1.73984,0.682243,2.65455
30,168,204,70,27,107,49691,105,15,177,70,36,0,27,63,36,132,2.66667,0.785714,4.88889
31,226,322,94,51,177,49569,109,15,271,94,66,0,51,117,66,160,1.93162,0.707965,3.13725
32,245,508,173,62,273,49376,116,15,446,173,67,0,62,129,67,178,1.89922,0.726531,2.87097
33,170,238,78,28,132,49663,99,15,210,78,43,0,28,71,43,127,2.39437,0.747059,4.53571
34,240,280,73,53,154,49603,117,15,227,73,70,0,53,123,70,170,1.95122,0.708333,3.20755
35,246,445,144,57,244,49443,112,15,388,144,77,0,57,134,77,169,1.83582,0.686992,2.96491
36,224,411,138,51,222,49487,102,15,360,138,71,0,51,122,71,153,1.83607,0.683036,3
37,234,375,118,57,200,49512,113,15,318,118,64,0,57,121,64,170,1.93388,0.726496,2.98246
38,232,348,105,54,189,49535,117,15,294,105,61,0,54,115,61,171,2.01739,0.737069,3.16667
39,242,504,187,45,272,49366,130,15,459,187,67,0,45,112,67,175,2.16071,0.72314,3.88889
40,241,320,93,53,174,49562,118,15,267,93,70,0,53,123,70,171,1.95935,0.709544,3.22642
41,222,346,102,51,193,49550,104,15,295,102,67,0,51,118,67,155,1.88136,0.698198,3.03922
42,192,343,123,38,182,49552,105,15,305,123,49,0,38,87,49,143,2.2069,0.744792,3.76316
43,103,108,23,24,61,49843,49,15,84,23,30,0,24,54,30,73,1.90741,0.708738,3.04167
44,248,312,79,57,176,49568,120,15,255,79,71,0,57,128,71,177,1.9375,0.71371,3.10526
45,97,104,35,15,54,49830,66,15,89,35,16,0,15,31,16,81,3.12903,0.835052,5.4
46,200,342,104,50,188,49579,79,15,292,104,71,0,50,121,71,129,1.65289,0.645,2.58
47,171,198,59,31,108,49711,91,15,167,59,49,0,31,80,49,122,2.1375,0.71345,3.93548
48,279,368,115,57,196,49489,143,15,311,115,79,0,57,136,79,200,2.05147,0.716846,3.50877
49,252,312,84,54,174,49568,120,15,258,84,78,0,54,132,78,174,1.90909,0.690476,3.22222
50,76,104,35,12,57,49857,39,15,92,35,25,0,12,37,25,51,2.05405,0.671053,4.25
51,241,379,119,53,207,49502,119,15,326,119,69,0,53,122,69,172,1.97541,0.713693,3.24528
52,139,206,71,23,112,49731,63,15,183,71,53,0,23,76,53,86,1.82895,0.618705,3.73913
53,239,493,168,61,264,49398,109,15,432,168,69,0,61,130,69,170,1.83846,0.711297,2.78689
54,242,334,92,59,183,49556,110,15,275,92,73,0,59,132,73,169,1.83333,0.698347,2.86441
