group_idx,group_size,K_point,K_subtree
0,1,0,1
1,1,0,1
2,6,3,3
3,9,2,7
4,1,1,0
5,5,1,4
6,3,1,2
7,4,2,2
8,3,0,3
9,8,1,7
10,2,0,2
11,4,1,3
12,4,0,4
13,7,1,6
14,4,1,3
15,3,0,3
16,4,2,2
17,4,1,3
18,2,0,2
19,6,1,5
20,3,1,2
21,3,0,3
22,7,1,6
23,6,3,3
24,4,1,3
25,1,0,1
26,5,1,4
27,4,1,3
28,3,2,1
29,4,1,3
30,1,0,1
31,4,1,3
32,5,0,5
33,5,1,4
34,8,2,6
35,3,1,2
36,7,1,6
37,5,1,4
38,3,1,2
39,9,2,7
40,5,2,3
41,5,2,3
42,2,2,0
43,3,2,1
44,6,1,5
45,2,1,1
46,4,3,1
47,6,2,4
48,2,0,2
49,8,3,5
50,5,4,1
51,2,0,2
52,4,1,3
53,4,0,4
54,7,0,7
55,7,0,7
56,5,2,3
57,3,3,0
58,5,0,5
59,4,0,4
60,2,0,2
61,4,1,3
62,3,2,1
63,4,1,3
64,7,0,7
65,6,1,5
66,8,1,7
67,6,2,4
68,4,0,4
69,6,1,5
70,2,2,0
71,3,1,2
72,5,1,4
73,2,0,2
74,5,2,3
75,7,4,3
76,4,1,3
77,7,5,2
78,3,2,1
79,3,0,3
80,4,0,4
81,3,1,2
82,7,3,4
83,2,2,0
84,3,1,2
85,6,4,2
86,4,1,3
87,2,0,2
88,5,1,4
89,3,2,1
90,5,3,2
91,6,2,4
92,4,1,3
93,4,1,3
94,8,3,5
95,4,2,2
96,6,1,5
97,8,5,3
98,5,3,2
99,3,0,3
100,4,0,4
101,3,1,2
102,6,1,5
103,1,1,0
104,4,1,3
105,2,0,2
106,7,0,7
107,4,1,3
108,2,0,2
109,2,1,1
110,2,0,2
111,3,1,2
112,4,0,4
113,6,1,5
114,3,1,2
115,5,3,2
116,6,1,5
117,3,0,3
118,1,0,1
119,7,4,3
120,2,1,1
121,6,1,5
122,3,0,3
123,6,1,5
124,6,1,5
125,8,0,8
126,6,1,5
127,7,1,6
128,5,1,4
129,5,1,4
130,3,0,3
131,1,1,0
132,3,2,1
133,4,0,4
134,1,1,0
135,3,2,1
136,6,0,6
137,6,2,4
138,2,1,1
139,6,2,4
140,4,1,3
141,5,2,3
142,6,1,5
143,6,2,4
144,6,1,5
145,2,1,1
146,5,1,4
147,2,2,0
148,4,1,3
149,4,1,3
150,4,0,4
151,1,0,1
152,4,3,1
153,1,0,1
154,7,1,6
155,3,3,0
156,8,2,6
157,3,0,3
158,4,1,3
159,3,0,3
160,9,1,8
161,3,1,2
162,3,0,3
163,7,1,6
164,2,1,1
165,2,0,2
166,6,3,3
167,4,1,3
168,3,1,2
169,2,0,2
170,4,2,2
171,3,1,2
172,7,2,5
173,3,1,2
174,2,0,2
175,6,2,4
176,3,0,3
177,4,2,2
178,7,2,5
179,1,0,1
180,1,1,0
181,4,0,4
182,2,1,1
183,4,1,3
184,7,0,7
185,2,1,1
186,4,1,3
187,4,1,3
