depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.985512,0.990367,0.993776,0.916787,0.916787,0.916787
1,2,12,0.981388,0.984837,0.986392,0.342451,0.403092,0.416736
2,4,24,0.755673,0.982362,0.986169,0.121694,0.170066,0.188511
3,8,48,0.529025,0.96737,0.982552,0.0428123,0.0612182,0.0764394
4,16,96,0.520251,0.887883,0.974033,0.0141098,0.0357263,0.0437236
5,32,192,0.450545,0.674285,0.940325,0.00421042,0.0126534,0.0216128
6,64,384,0.295153,0.527556,0.675468,0.00180895,0.0047914,0.0103114
7,128,768,0.285862,0.493893,0.637818,0.000546168,0.00165352,0.0036914
8,256,1536,0.264806,0.423344,0.617761,0.000167993,0.000521077,0.0012152
9,512,3072,0.172873,0.325571,0.551351,4.84277e-05,0.000144954,0.000296759
10,1024,6144,0.154784,0.279325,0.457449,1.31108e-05,3.88932e-05,0.000115781
11,2048,12288,0.116852,0.227336,0.368851,2.91264e-06,9.18842e-06,2.59185e-05
12,4096,24576,0.0866676,0.158403,0.300792,4.62063e-07,1.51657e-06,4.5101e-06
13,8192,49152,0.0569674,0.115483,0.242691,3.07025e-08,1.52305e-07,5.81419e-07
14,16384,98304,0.020735,0.0647601,0.155203,2.7927e-11,1.13845e-09,1.43502e-08
15,17233,103398,0,0,0,0,0,0
