depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.99767,0.997934,0.997989,0.990875,0.990875,0.990875
1,2,8,0.765484,0.997796,0.997935,0.256719,0.262179,0.263408
2,4,16,0.500458,0.523242,0.532147,0.0646728,0.0679228,0.0689603
3,8,32,0.38998,0.511383,0.524069,0.0167407,0.0186013,0.020361
4,16,64,0.25459,0.271613,0.281816,0.00443391,0.00465576,0.00515411
5,32,128,0.202853,0.261136,0.271645,0.00115288,0.0014169,0.001466
6,64,256,0.130232,0.145622,0.156368,0.000310677,0.00035408,0.000401253
7,128,512,0.110387,0.135693,0.14829,8.54452e-05,0.000104161,0.000122633
8,256,1024,0.067584,0.0797075,0.0920802,2.26467e-05,2.91502e-05,3.63208e-05
9,512,2048,0.057972,0.0722452,0.084478,6.38653e-06,9.47614e-06,1.36413e-05
10,1024,4096,0.0351956,0.0452414,0.0578472,1.68567e-06,2.61857e-06,3.90655e-06
11,2048,8192,0.0285714,0.0384706,0.0509831,4.60574e-07,8.00975e-07,1.39857e-06
12,4096,16384,0.0178581,0.025361,0.0354945,1.08166e-07,2.0147e-07,3.68088e-07
13,8192,32768,0.0126383,0.0198129,0.0292681,2.20309e-08,5.26662e-08,1.11373e-07
14,16384,65536,0.00705231,0.012539,0.0206941,2.32714e-09,8.51191e-09,2.29584e-08
15,32768,131072,0.002357,0.00704217,0.0139319,1.65656e-11,3.17145e-10,1.94245e-09
16,34465,137860,0,0,0,0,0,0
