depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.992913,0.992915,0.992915,0.971953,0.971953,0.971953
1,2,8,0.744859,0.992909,0.992909,0.242968,0.243266,0.243333
2,4,16,0.496431,0.498707,0.499605,0.060641,0.0614186,0.0615877
3,8,32,0.371387,0.499394,0.499579,0.0151688,0.0153479,0.0155295
4,16,64,0.248333,0.24995,0.250854,0.00380217,0.00387647,0.00389019
5,32,128,0.184741,0.249902,0.250839,0.000949619,0.000980437,0.000995622
6,64,256,0.123778,0.12651,0.128714,0.000237776,0.000247652,0.000253103
7,128,512,0.0917066,0.125718,0.128614,5.84207e-05,6.32189e-05,6.8329e-05
8,256,1024,0.0615988,0.0645468,0.0671519,1.44577e-05,1.66334e-05,1.8025e-05
9,512,2048,0.0453942,0.0638043,0.0669553,3.54775e-06,4.27428e-06,4.84309e-06
10,1024,4096,0.0303437,0.0331957,0.0356671,8.35504e-07,1.09721e-06,1.38356e-06
11,2048,8192,0.0215327,0.0319891,0.0352734,1.91571e-07,2.81798e-07,3.80972e-07
12,4096,16384,0.0141739,0.0171009,0.019978,3.97764e-08,6.93094e-08,1.04451e-07
13,8192,32768,0.00913209,0.0152133,0.0188239,6.62065e-09,1.50529e-08,2.77598e-08
14,16384,65536,0.00502864,0.00794021,0.010783,5.77204e-10,2.34628e-09,5.7682e-09
15,32768,131072,0.00143407,0.00456637,0.00823131,2.89866e-12,8.75985e-11,6.29557e-10
16,34465,137860,0,0,0,0,0,0
