depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.996791,0.996808,0.996808,0.987224,0.987224,0.987224
1,2,8,0.748517,0.996774,0.996774,0.246759,0.248328,0.248681
2,4,16,0.498277,0.500354,0.500407,0.0616758,0.06231,0.0625191
3,8,32,0.373888,0.499853,0.499955,0.0154832,0.0156063,0.0156525
4,16,64,0.249571,0.251064,0.253166,0.00386894,0.00394751,0.00399094
5,32,128,0.185202,0.250614,0.253045,0.000960042,0.00100497,0.00101313
6,64,256,0.124277,0.127091,0.130392,0.000236278,0.000256318,0.000268547
7,128,512,0.0914124,0.126565,0.130273,5.84902e-05,6.68189e-05,7.12401e-05
8,256,1024,0.0615782,0.0652961,0.0690235,1.44066e-05,1.72911e-05,1.95e-05
9,512,2048,0.0442821,0.0636728,0.0684189,3.4434e-06,4.48614e-06,5.33142e-06
10,1024,4096,0.0297215,0.0339305,0.0378447,7.76912e-07,1.14287e-06,1.58359e-06
11,2048,8192,0.0207617,0.0315988,0.0370892,1.61418e-07,2.80795e-07,4.47759e-07
12,4096,16384,0.0128604,0.0170031,0.0211986,2.64817e-08,6.07211e-08,1.19171e-07
13,8192,32768,0.00712639,0.0135338,0.0189078,2.34818e-09,9.65263e-09,2.49452e-08
14,16384,65536,0.00210108,0.00580671,0.00971431,1.20694e-11,3.78604e-10,2.40105e-09
15,17233,68932,0,0,0,0,0,0
