depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.992038,0.994243,0.995568,0.927565,0.927565,0.927565
1,2,20,0.990421,0.993851,0.995369,0.327883,0.391528,0.405848
2,4,40,0.987779,0.992258,0.993944,0.101074,0.142226,0.1579
3,8,80,0.771827,0.989339,0.993005,0.0324323,0.0421657,0.0437218
4,16,160,0.516562,0.986394,0.991193,0.00890523,0.0135149,0.018403
5,32,320,0.509875,0.730372,0.903083,0.00229075,0.00374136,0.00586766
6,64,640,0.501534,0.66912,0.838658,0.000655053,0.00133362,0.0018288
7,128,1280,0.478693,0.596274,0.76385,0.00017814,0.000326115,0.000563552
8,256,2560,0.364277,0.518883,0.691085,4.31826e-05,7.7114e-05,0.000134663
9,512,5120,0.275255,0.487279,0.609407,8.88035e-06,1.68712e-05,2.87243e-05
10,1024,10240,0.255005,0.326606,0.442375,1.56809e-06,3.00723e-06,5.30083e-06
11,2048,20480,0.230824,0.283983,0.392884,2.35368e-07,5.11004e-07,1.03426e-06
12,4096,40960,0.185413,0.251799,0.338147,1.89894e-08,5.53076e-08,1.38432e-07
13,8192,81920,0.114635,0.207979,0.278562,3.40934e-10,2.13376e-09,8.16028e-09
14,16384,163840,0.0443495,0.118072,0.210069,3.57312e-15,7.59596e-13,3.42947e-11
15,17233,172330,0,0,0,0,0,0
