depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.981506,0.985958,0.986247,0.839418,0.839418,0.839418
1,2,20,0.980781,0.983381,0.985749,0.312297,0.358589,0.369005
2,4,40,0.977996,0.981712,0.985191,0.112416,0.149329,0.162861
3,8,80,0.968359,0.981148,0.984076,0.040545,0.0571777,0.0723125
4,16,160,0.540414,0.978306,0.982573,0.0140107,0.0220885,0.0306115
5,32,320,0.53416,0.969405,0.981263,0.00457576,0.00919362,0.012296
6,64,640,0.525104,0.947637,0.977985,0.00164929,0.00393312,0.00678963
7,128,1280,0.507013,0.866986,0.967141,0.00051047,0.00123506,0.003172
8,256,2560,0.436302,0.665236,0.940138,0.000164833,0.000421773,0.00108482
9,512,5120,0.327401,0.542424,0.879679,4.03485e-05,0.000110701,0.000334404
10,1024,10240,0.290541,0.461257,0.636487,8.2281e-06,2.18227e-05,5.57312e-05
11,2048,20480,0.26155,0.402881,0.592396,1.2841e-06,3.74901e-06,9.28835e-06
12,4096,40960,0.210081,0.325192,0.513868,1.06686e-07,4.02676e-07,1.18061e-06
13,8192,81920,0.13893,0.251352,0.423264,1.96943e-09,1.34248e-08,6.1039e-08
14,16384,163840,0.05334,0.151013,0.289967,2.42821e-14,4.14735e-12,2.05909e-10
15,17233,172330,0,0,0,0,0,0
