left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,26,250,107,10,133,49745,5,15,240,107,11,0,10,21,11,15,1.2381,0.576923,1.5
1,23,150,61,10,79,49846,4,15,140,61,9,0,10,19,9,14,1.21053,0.608696,1.4
2,18,218,99,5,114,49779,3,15,213,99,10,0,5,15,10,8,1.2,0.444444,1.6
3,21,162,72,6,84,49831,7,15,156,72,8,0,6,14,8,13,1.5,0.619048,2.16667
4,25,350,156,12,182,49647,3,15,338,156,10,0,12,22,10,15,1.13636,0.6,1.25
5,19,160,69,6,85,49839,1,15,154,69,12,0,6,18,12,7,1.05556,0.368421,1.16667
6,17,149,64,5,80,49847,4,15,144,64,8,0,5,13,8,9,1.30769,0.529412,1.8
7,22,242,106,8,128,49756,2,15,234,106,12,0,8,20,12,10,1.1,0.454545,1.25
8,15,328,149,7,172,49671,1,15,321,149,7,0,7,14,7,8,1.07143,0.533333,1.14286
9,8,138,65,2,71,49861,1,15,136,65,5,0,2,7,5,3,1.14286,0.375,1.5
10,23,216,101,6,109,49777,7,15,210,101,10,0,6,16,10,13,1.4375,0.565217,2.16667
11,21,180,79,4,97,49818,2,15,176,79,15,0,4,19,15,6,1.10526,0.285714,1.5
12,15,366,174,4,188,49632,2,15,362,174,9,0,4,13,9,6,1.15385,0.4,1.5
13,17,175,74,7,94,49824,1,15,168,74,9,0,7,16,9,8,1.0625,0.470588,1.14286
14,17,180,84,3,93,49815,5,15,177,84,9,0,3,12,9,8,1.41667,0.470588,2.66667
15,24,241,107,6,128,49753,6,15,235,107,12,0,6,18,12,12,1.33333,0.5,2
16,16,197,88,5,104,49803,0,15,192,88,11,0,5,16,11,5,1,0.3125,1
17,20,160,71,4,85,49839,1,15,156,71,15,0,4,19,15,5,1.05263,0.25,1.25
18,19,158,67,7,84,49840,2,15,151,67,10,0,7,17,10,9,1.11765,0.473684,1.28571
19,22,517,244,5,268,49483,0,15,512,244,17,0,5,22,17,5,1,0.227273,1
20,36,312,138,11,163,49681,7,15,301,138,18,0,11,29,18,18,1.24138,0.5,1.63636
21,15,319,145,8,166,49678,3,15,311,145,4,0,8,12,4,11,1.25,0.733333,1.375
22,18,145,64,5,76,49854,1,15,140,64,12,0,5,17,12,6,1.05882,0.333333,1.2
23,20,189,82,6,101,49808,3,15,183,82,11,0,6,17,11,9,1.17647,0.45,1.5
24,22,241,104,11,126,49753,6,15,230,104,5,0,11,16,5,17,1.375,0.772727,1.54545
