depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.925917,0.940395,0.952378,0.550825,0.550825,0.550825
1,2,16,0.918445,0.934637,0.950857,0.196762,0.202006,0.203185
2,4,32,0.889389,0.930665,0.947813,0.0696468,0.0747549,0.0764923
3,8,64,0.601837,0.920134,0.941129,0.0236991,0.0272623,0.0280988
4,16,128,0.550273,0.902455,0.933716,0.00777596,0.00952066,0.0104164
5,32,256,0.508963,0.870687,0.923863,0.00269905,0.00416723,0.00549054
6,64,512,0.412349,0.723847,0.870046,0.000760315,0.00124194,0.00210309
7,128,1024,0.314045,0.528247,0.803937,0.00013908,0.000296098,0.000546545
8,256,2048,0.245173,0.402068,0.528637,1.10344e-05,3.63038e-05,9.34663e-05
9,512,4096,0.136507,0.280446,0.452228,5.15669e-08,7.26807e-07,5.29376e-06
10,977,7816,0,0,0,0,0,0
