group_size,count
14,1
17,1
19,1
20,1
22,2
24,2
25,3
26,3
27,2
28,2
29,3
31,2
32,2
33,6
34,5
35,6
36,4
37,5
38,4
39,4
40,8
41,6
42,10
43,7
44,9
45,6
46,8
47,16
48,9
49,8
50,15
51,15
52,12
53,11
54,11
55,15
56,20
57,20
58,23
59,18
60,18
61,15
62,10
63,13
64,15
65,16
66,22
67,20
68,19
69,15
70,14
71,16
72,15
73,11
74,19
75,18
76,24
77,23
78,15
79,18
80,22
81,19
82,16
83,18
84,14
85,20
86,19
87,25
88,23
89,15
90,22
91,22
92,16
93,21
94,27
95,23
96,19
97,20
98,17
99,23
100,21
101,17
102,17
103,20
104,16
105,13
106,21
107,15
108,15
109,15
110,21
111,20
112,14
113,23
114,21
115,10
116,14
117,17
118,23
119,21
120,23
121,20
122,13
123,20
124,24
125,15
126,14
127,15
128,15
129,17
130,7
131,8
132,14
133,10
134,16
135,14
136,8
137,16
138,15
139,7
140,13
141,12
142,9
143,12
144,13
145,8
146,16
147,9
148,6
149,9
150,10
151,10
152,9
153,7
154,3
155,6
156,8
157,6
158,8
159,5
160,5
161,8
162,9
163,6
164,6
165,4
166,3
167,8
168,5
169,5
170,4
171,5
172,2
173,6
174,4
175,1
176,4
177,3
178,5
179,3
180,2
181,4
182,1
183,1
184,1
185,5
186,3
187,1
188,3
189,2
191,1
192,1
194,1
195,1
196,1
198,1
202,1
203,1
207,1
211,1
215,1
216,1
228,1
281,1
