group_idx,group_size,K_point,K_subtree
0,87,43,44
1,132,70,62
2,85,39,46
3,130,49,81
4,55,21,34
5,228,104,124
6,103,30,73
7,119,42,77
8,97,25,72
9,99,51,48
10,103,40,63
11,91,35,56
12,97,30,67
13,127,50,77
14,62,26,36
15,66,33,33
16,60,30,30
17,149,67,82
18,78,44,34
19,149,70,79
20,83,35,48
21,171,77,94
22,109,52,57
23,32,14,18
24,131,42,89
25,36,19,17
26,54,18,36
27,99,42,57
28,57,26,31
29,82,34,48
30,25,10,15
31,104,39,65
32,122,50,72
33,93,34,59
34,28,16,12
35,84,46,38
36,43,21,22
37,191,90,101
38,150,82,68
39,137,56,81
40,95,41,54
41,83,34,49
42,102,38,64
43,84,35,49
44,102,48,54
45,34,11,23
46,52,27,25
47,145,58,87
48,107,45,62
49,106,41,65
50,75,35,40
51,51,16,35
52,178,79,99
53,76,32,44
54,100,44,56
55,71,37,34
56,81,19,62
57,67,32,35
58,56,11,45
59,81,23,58
60,94,49,45
61,123,53,70
62,119,50,69
63,113,59,54
64,45,9,36
65,59,21,38
66,91,34,57
67,108,47,61
68,176,86,90
69,121,52,69
70,148,70,78
71,71,26,45
72,179,76,103
73,158,76,82
74,108,52,56
75,78,33,45
76,117,49,68
77,54,24,30
78,134,69,65
79,76,38,38
80,85,37,48
81,123,46,77
82,59,22,37
83,123,47,76
84,57,18,39
85,144,58,86
86,40,16,24
87,143,57,86
88,110,43,67
89,103,45,58
90,104,42,62
91,110,61,49
92,161,88,73
93,141,75,66
94,50,19,31
95,148,69,79
96,125,50,75
97,20,9,11
98,160,69,91
99,111,53,58
100,64,24,40
101,68,33,35
102,68,30,38
103,69,27,42
104,70,30,40
105,79,31,48
106,135,55,80
107,72,34,38
108,123,51,72
109,164,84,80
110,91,48,43
111,72,35,37
112,78,42,36
113,96,48,48
114,66,33,33
115,79,30,49
116,52,21,31
117,132,72,60
118,45,12,33
119,82,29,53
120,98,46,52
121,147,62,85
122,72,29,43
123,196,89,107
124,66,24,42
125,72,29,43
126,76,39,37
127,162,75,87
128,143,64,79
129,58,32,26
130,59,29,30
131,105,43,62
132,104,40,64
133,120,56,64
134,96,47,49
135,118,54,64
136,76,32,44
137,87,38,49
138,97,42,55
139,88,37,51
140,51,19,32
141,92,34,58
142,118,49,69
143,48,24,24
