group_size,count
14,1
15,1
17,1
20,1
21,2
22,2
23,2
24,2
25,3
26,5
27,3
28,2
29,1
30,3
31,4
32,2
33,3
34,9
35,8
36,9
37,10
38,10
39,8
40,11
41,13
42,11
43,10
44,11
45,10
46,8
47,13
48,11
49,6
50,11
51,15
52,13
53,13
54,16
55,18
56,16
57,16
58,18
59,15
60,13
61,13
62,15
63,22
64,24
65,18
66,19
67,18
68,19
69,19
70,20
71,17
72,19
73,24
74,23
75,17
76,14
77,19
78,18
79,23
80,29
81,17
82,15
83,21
84,11
85,18
86,22
87,23
88,16
89,25
90,18
91,22
92,21
93,14
94,21
95,17
96,25
97,10
98,16
99,13
100,18
101,16
102,14
103,24
104,16
105,20
106,11
107,18
108,12
109,18
110,11
111,11
112,13
113,21
114,14
115,11
116,18
117,13
118,10
119,12
120,19
121,7
122,11
123,14
124,18
125,12
126,7
127,11
128,13
129,13
130,9
131,14
132,14
133,10
134,9
135,13
136,11
137,10
138,12
139,15
140,12
141,8
142,13
143,9
144,7
145,9
146,9
147,12
148,10
149,7
150,5
151,5
152,6
153,8
154,10
155,4
156,6
157,5
158,6
159,10
160,11
161,4
162,7
163,2
164,6
165,6
166,5
167,7
168,10
169,13
170,7
171,3
172,5
173,4
174,4
175,7
176,7
177,3
178,2
179,3
180,3
181,2
182,2
183,4
184,1
186,3
187,2
188,3
189,4
190,2
191,4
193,3
195,3
196,3
197,1
198,2
199,1
200,1
201,2
202,2
203,3
204,3
205,1
206,2
207,1
208,1
209,2
210,2
211,1
212,2
213,1
216,1
217,2
219,2
223,1
224,1
226,1
227,1
228,1
230,1
232,1
234,1
239,1
244,1
245,1
246,1
258,1
