depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.897218,0.897445,0.897445,0.521845,0.521845,0.521845
1,2,12,0.893453,0.897415,0.897445,0.129043,0.133197,0.134132
2,4,24,0.45644,0.893404,0.897445,0.0322087,0.033277,0.0335772
3,8,48,0.44108,0.45796,0.47511,0.00745561,0.00875596,0.00941222
4,16,96,0.431883,0.45383,0.47511,0.00186589,0.0020749,0.00251118
5,32,192,0.22743,0.446687,0.466844,0.000426832,0.000515789,0.000659399
6,64,384,0.209925,0.238696,0.268056,8.48889e-05,0.000137605,0.000192739
7,128,768,0.178252,0.225691,0.258175,1.29496e-05,2.82635e-05,4.31063e-05
8,256,1536,0.0968393,0.189842,0.23956,1.2228e-06,3.72749e-06,8.63592e-06
9,512,3072,0.0504637,0.0962002,0.139291,1.13887e-08,1.4923e-07,9.75222e-07
10,977,5862,0,0,0,0,0,0
