depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.936165,0.936181,0.936181,0.517036,0.517036,0.517036
1,2,20,0.936109,0.936163,0.936171,0.129196,0.130491,0.130782
2,4,40,0.935892,0.936139,0.936163,0.0322347,0.0327623,0.0328814
3,8,80,0.470809,0.935972,0.936163,0.00809312,0.00819742,0.00825068
4,16,160,0.469073,0.935695,0.936012,0.00202318,0.00204669,0.00206659
5,32,320,0.467615,0.470817,0.476717,0.000498917,0.000512915,0.000524779
6,64,640,0.465937,0.469887,0.475149,0.00012248,0.000131346,0.000140459
7,128,1280,0.461825,0.469032,0.474922,2.97374e-05,3.3458e-05,3.6294e-05
8,256,2560,0.23863,0.466824,0.473107,7.08492e-06,8.33042e-06,9.34376e-06
9,512,5120,0.232114,0.458793,0.470236,1.59525e-06,2.0404e-06,2.42172e-06
10,1024,10240,0.224894,0.241895,0.267694,3.17078e-07,4.67715e-07,6.11875e-07
11,2048,20480,0.210235,0.235213,0.260033,5.03146e-08,8.93175e-08,1.36914e-07
12,4096,40960,0.168167,0.222396,0.250068,4.55941e-09,1.26006e-08,2.56994e-08
13,8192,81920,0.0981107,0.190251,0.233493,8.71489e-11,6.32771e-10,2.16981e-09
14,16384,163840,0.0381045,0.102748,0.185224,9.45849e-16,3.53807e-13,1.47338e-11
15,17233,172330,0,0,0,0,0,0
