group_size,count
21,1
22,1
27,1
28,2
31,1
32,3
33,2
36,2
37,1
38,6
39,2
40,5
41,4
42,5
43,3
44,4
45,5
46,5
47,6
48,4
49,2
50,8
51,7
52,6
53,8
54,9
55,10
56,14
57,6
58,9
59,10
60,8
61,5
62,7
63,11
64,7
65,13
66,15
67,20
68,20
69,16
70,16
71,15
72,26
73,22
74,14
75,22
76,17
77,23
78,15
79,26
80,13
81,35
82,20
83,28
84,36
85,30
86,26
87,29
88,26
89,28
90,33
91,29
92,28
93,33
94,31
95,18
96,31
97,27
98,30
99,31
100,17
101,26
102,37
103,17
104,24
105,29
106,31
107,23
108,29
109,25
110,18
111,15
112,31
113,31
114,26
115,27
116,23
117,30
118,26
119,22
120,16
121,19
122,15
123,14
124,19
125,24
126,14
127,13
128,11
129,10
130,11
131,16
132,20
133,17
134,15
135,14
136,14
137,20
138,7
139,8
140,10
141,10
142,6
143,7
144,5
145,3
146,7
147,9
148,2
149,8
150,1
151,10
152,4
153,5
154,4
155,3
156,2
157,3
158,4
159,3
160,3
161,3
162,2
163,6
164,5
165,2
166,2
167,4
168,1
169,3
170,1
171,2
172,1
173,2
174,1
176,2
177,2
178,3
179,1
180,1
184,2
185,1
189,1
193,1
196,1
198,1
199,2
201,1
208,1
