depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.994575,0.995785,0.995908,0.967641,0.967641,0.967641
1,2,12,0.993414,0.99551,0.995881,0.284275,0.308885,0.314422
2,4,24,0.583037,0.992865,0.995387,0.0818516,0.0967516,0.101616
3,8,48,0.508956,0.668135,0.704408,0.0240346,0.0288202,0.0340014
4,16,96,0.498915,0.631138,0.690358,0.00759268,0.0115103,0.0157423
5,32,192,0.361802,0.511215,0.674407,0.00220964,0.00392534,0.00510228
6,64,384,0.267533,0.389802,0.445546,0.000615351,0.00131518,0.00165716
7,128,768,0.260163,0.351343,0.419648,0.000188698,0.000420953,0.00059406
8,256,1536,0.207772,0.298082,0.386509,5.5076e-05,0.000110528,0.000184933
9,512,3072,0.144423,0.222175,0.2831,1.45903e-05,2.96794e-05,5.8677e-05
10,1024,6144,0.132592,0.192431,0.254358,4.09199e-06,8.62768e-06,1.44122e-05
11,2048,12288,0.104351,0.155676,0.223401,9.99135e-07,2.13803e-06,4.35321e-06
12,4096,24576,0.0738775,0.113016,0.168855,1.92773e-07,4.32088e-07,8.95485e-07
13,8192,49152,0.0572694,0.0895248,0.141378,2.9057e-08,8.03834e-08,1.86176e-07
14,16384,98304,0.0355012,0.0663777,0.112115,1.73751e-09,8.28572e-09,2.50941e-08
15,32768,196608,0.0126765,0.0356304,0.0724545,1.39576e-12,5.78318e-11,7.11249e-10
16,34465,206790,0,0,0,0,0,0
