left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,13,128,53,9,66,99869,3,16,119,53,1,0,9,10,1,12,1.3,0.923077,1.33333
1,22,277,124,6,147,99723,0,16,271,124,16,0,6,22,16,6,1,0.272727,1
2,31,326,147,10,169,99665,9,16,316,147,12,0,10,22,12,19,1.40909,0.612903,1.9
3,22,176,74,9,93,99822,2,16,167,74,11,0,9,20,11,11,1.1,0.5,1.22222
4,21,211,95,7,109,99785,4,16,204,95,10,0,7,17,10,11,1.23529,0.52381,1.57143
5,17,113,49,4,60,99885,2,16,109,49,11,0,4,15,11,6,1.13333,0.352941,1.5
6,18,215,99,4,112,99783,2,16,211,99,12,0,4,16,12,6,1.125,0.333333,1.5
7,24,276,129,3,144,99719,5,16,273,129,16,0,3,19,16,8,1.26316,0.333333,2.66667
8,20,250,112,6,132,99748,2,16,244,112,12,0,6,18,12,8,1.11111,0.4,1.33333
9,18,300,135,7,158,99700,0,16,293,135,11,0,7,18,11,7,1,0.388889,1
10,15,283,130,5,148,99715,2,16,278,130,8,0,5,13,8,7,1.15385,0.466667,1.4
11,24,256,113,8,135,99743,1,16,248,113,15,0,8,23,15,9,1.04348,0.375,1.125
12,19,154,67,7,80,99842,4,16,147,67,8,0,7,15,8,11,1.26667,0.578947,1.57143
13,22,269,120,8,141,99729,2,16,261,120,12,0,8,20,12,10,1.1,0.454545,1.25
14,14,94,42,2,50,99904,2,16,92,42,10,0,2,12,10,4,1.16667,0.285714,2
15,17,285,131,7,147,99712,3,16,278,131,7,0,7,14,7,10,1.21429,0.588235,1.42857
16,14,244,114,2,128,99755,1,16,242,114,11,0,2,13,11,3,1.07692,0.214286,1.5
17,21,182,82,6,94,99812,6,16,176,82,9,0,6,15,9,12,1.4,0.571429,2
18,22,175,74,7,94,99822,3,16,168,74,12,0,7,19,12,10,1.15789,0.454545,1.42857
19,15,104,47,2,55,99894,2,16,102,47,11,0,2,13,11,4,1.15385,0.266667,2
20,25,233,99,11,123,99764,3,16,222,99,11,0,11,22,11,14,1.13636,0.56,1.27273
21,23,189,77,9,103,99810,1,16,180,77,13,0,9,22,13,10,1.04545,0.434783,1.11111
22,26,163,66,9,88,99830,7,16,154,66,10,0,9,19,10,16,1.36842,0.615385,1.77778
23,22,395,181,8,206,99604,1,16,387,181,13,0,8,21,13,9,1.04762,0.409091,1.125
24,26,393,185,8,200,99600,7,16,385,185,11,0,8,19,11,15,1.36842,0.576923,1.875
25,22,147,60,7,80,99848,5,16,140,60,10,0,7,17,10,12,1.29412,0.545455,1.71429
26,27,365,167,6,192,99633,2,16,359,167,19,0,6,25,19,8,1.08,0.296296,1.33333
27,15,170,75,5,90,99829,1,16,165,75,9,0,5,14,9,6,1.07143,0.4,1.2
28,27,118,48,8,62,99876,6,16,110,48,13,0,8,21,13,14,1.28571,0.518519,1.75
29,15,124,50,7,67,99874,2,16,117,50,6,0,7,13,6,9,1.15385,0.6,1.28571
30,21,173,75,6,92,99826,1,16,167,75,14,0,6,20,14,7,1.05,0.333333,1.16667
31,16,327,153,6,168,99669,4,16,321,153,6,0,6,12,6,10,1.33333,0.625,1.66667
32,14,146,63,7,76,99852,2,16,139,63,5,0,7,12,5,9,1.16667,0.642857,1.28571
33,26,344,155,9,180,99654,2,16,335,155,15,0,9,24,15,11,1.08333,0.423077,1.22222
34,12,96,40,4,52,99904,0,16,92,40,8,0,4,12,8,4,1,0.333333,1
35,15,112,47,5,60,99885,3,16,107,47,7,0,5,12,7,8,1.25,0.533333,1.6
36,14,361,169,4,188,99639,0,16,357,169,10,0,4,14,10,4,1,0.285714,1
37,20,167,73,7,87,99829,4,16,160,73,9,0,7,16,9,11,1.25,0.55,1.57143
38,19,194,81,9,104,99805,1,16,185,81,9,0,9,18,9,10,1.05556,0.526316,1.11111
39,25,378,179,5,194,99618,4,16,373,179,16,0,5,21,16,9,1.19048,0.36,1.8
40,10,94,38,5,51,99905,1,16,89,38,4,0,5,9,4,6,1.11111,0.6,1.2
41,28,367,163,12,192,99629,4,16,355,163,12,0,12,24,12,16,1.16667,0.571429,1.33333
42,17,198,89,5,104,99801,1,16,193,89,11,0,5,16,11,6,1.0625,0.352941,1.2
43,23,146,61,8,77,99851,3,16,138,61,12,0,8,20,12,11,1.15,0.478261,1.375
44,18,214,98,6,110,99781,5,16,208,98,7,0,6,13,7,11,1.38462,0.611111,1.83333
45,26,184,78,9,97,99810,6,16,175,78,11,0,9,20,11,15,1.3,0.576923,1.66667
46,24,194,81,11,102,99802,4,16,183,81,9,0,11,20,9,15,1.2,0.625,1.36364
47,11,63,26,4,33,99934,3,16,59,26,4,0,4,8,4,7,1.375,0.636364,1.75
48,26,334,147,12,175,99662,4,16,322,147,10,0,12,22,10,16,1.18182,0.615385,1.33333
49,16,116,50,5,61,99882,2,16,111,50,9,0,5,14,9,7,1.14286,0.4375,1.4
50,17,226,99,7,120,99769,5,16,219,99,5,0,7,12,5,12,1.41667,0.705882,1.71429
51,23,185,81,8,96,99810,5,16,177,81,10,0,8,18,10,13,1.27778,0.565217,1.625
52,20,191,79,9,103,99807,2,16,182,79,9,0,9,18,9,11,1.11111,0.55,1.22222
53,20,268,118,11,139,99729,3,16,257,118,6,0,11,17,6,14,1.17647,0.7,1.27273
54,23,347,156,10,181,99651,2,16,337,156,11,0,10,21,11,12,1.09524,0.521739,1.2
55,9,125,59,3,63,99874,1,16,122,59,5,0,3,8,5,4,1.125,0.444444,1.33333
56,13,165,74,5,86,99835,0,16,160,74,8,0,5,13,8,5,1,0.384615,1
57,13,118,54,3,61,99881,1,16,115,54,9,0,3,12,9,4,1.08333,0.307692,1.33333
58,25,207,89,10,108,99789,4,16,197,89,11,0,10,21,11,14,1.19048,0.56,1.4
59,14,153,67,6,80,99844,3,16,147,67,5,0,6,11,5,9,1.27273,0.642857,1.5
60,14,191,89,4,98,99807,2,16,187,89,8,0,4,12,8,6,1.16667,0.428571,1.5
61,18,256,119,4,133,99742,2,16,252,119,12,0,4,16,12,6,1.125,0.333333,1.5
62,21,404,191,6,207,99594,2,16,398,191,13,0,6,19,13,8,1.10526,0.380952,1.33333
63,18,219,93,11,115,99780,1,16,208,93,6,0,11,17,6,12,1.05882,0.666667,1.09091
64,16,163,72,4,87,99836,1,16,159,72,11,0,4,15,11,5,1.06667,0.3125,1.25
65,29,225,97,10,118,99770,5,16,215,97,14,0,10,24,14,15,1.20833,0.517241,1.5
66,26,195,88,2,105,99804,1,16,193,88,23,0,2,25,23,3,1.04,0.115385,1.5
67,11,97,44,3,50,99901,2,16,94,44,6,0,3,9,6,5,1.22222,0.454545,1.66667
68,17,117,49,6,62,99881,2,16,111,49,9,0,6,15,9,8,1.13333,0.470588,1.33333
69,17,155,67,7,81,99843,2,16,148,67,8,0,7,15,8,9,1.13333,0.529412,1.28571
70,19,235,102,9,124,99763,2,16,226,102,8,0,9,17,8,11,1.11765,0.578947,1.22222
71,15,209,97,3,109,99789,2,16,206,97,10,0,3,13,10,5,1.15385,0.333333,1.66667
72,18,265,117,8,140,99734,1,16,257,117,9,0,8,17,9,9,1.05882,0.5,1.125
73,17,145,60,6,79,99853,2,16,139,60,9,0,6,15,9,8,1.13333,0.470588,1.33333
74,3,87,41,1,45,99913,0,16,86,41,2,0,1,3,2,1,1,0.333333,1
75,20,158,72,4,82,99836,6,16,154,72,10,0,4,14,10,10,1.42857,0.5,2.5
76,22,213,91,9,113,99783,4,16,204,91,9,0,9,18,9,13,1.22222,0.590909,1.44444
77,16,118,52,3,63,99881,1,16,115,52,12,0,3,15,12,4,1.06667,0.25,1.33333
78,38,134,53,7,74,99859,7,16,127,53,24,0,7,31,24,14,1.22581,0.368421,2
79,17,150,68,4,78,99847,3,16,146,68,10,0,4,14,10,7,1.21429,0.411765,1.75
80,14,299,138,6,155,99701,0,16,293,138,8,0,6,14,8,6,1,0.428571,1
81,14,118,50,7,61,99880,2,16,111,50,5,0,7,12,5,9,1.16667,0.642857,1.28571
82,12,208,95,4,109,99791,1,16,204,95,7,0,4,11,7,5,1.09091,0.416667,1.25
83,11,109,47,3,59,99890,1,16,106,47,7,0,3,10,7,4,1.1,0.363636,1.33333
84,17,267,125,4,138,99731,2,16,263,125,11,0,4,15,11,6,1.13333,0.352941,1.5
85,8,145,66,1,78,99855,0,16,144,66,7,0,1,8,7,1,1,0.125,1
86,21,120,51,7,62,99873,7,16,113,51,7,0,7,14,7,14,1.5,0.666667,2
87,26,156,68,7,81,99836,8,16,149,68,11,0,7,18,11,15,1.44444,0.576923,2.14286
88,23,368,170,9,189,99631,1,16,359,170,13,0,9,22,13,10,1.04545,0.434783,1.11111
89,19,250,113,7,130,99745,5,16,243,113,7,0,7,14,7,12,1.35714,0.631579,1.71429
90,20,311,143,6,162,99686,3,16,305,143,11,0,6,17,11,9,1.17647,0.45,1.5
91,11,199,91,3,105,99799,2,16,196,91,6,0,3,9,6,5,1.22222,0.454545,1.66667
92,34,260,112,11,137,99730,10,16,249,112,13,0,11,24,13,21,1.41667,0.617647,1.90909
93,23,282,124,9,149,99715,3,16,273,124,11,0,9,20,11,12,1.15,0.521739,1.33333
94,18,199,87,8,104,99798,3,16,191,87,7,0,8,15,7,11,1.2,0.611111,1.375
95,23,262,117,8,137,99734,4,16,254,117,11,0,8,19,11,12,1.21053,0.521739,1.5
96,19,222,98,6,118,99777,1,16,216,98,12,0,6,18,12,7,1.05556,0.368421,1.16667
97,29,276,122,11,143,99717,7,16,265,122,11,0,11,22,11,18,1.31818,0.62069,1.63636
98,23,322,139,13,170,99676,2,16,309,139,8,0,13,21,8,15,1.09524,0.652174,1.15385
99,11,336,161,3,172,99663,1,16,333,161,7,0,3,10,7,4,1.1,0.363636,1.33333
100,15,293,136,6,151,99705,2,16,287,136,7,0,6,13,7,8,1.15385,0.533333,1.33333
101,21,186,80,9,97,99810,4,16,177,80,8,0,9,17,8,13,1.23529,0.619048,1.44444
102,25,139,56,9,74,99857,4,16,130,56,12,0,9,21,12,13,1.19048,0.52,1.44444
103,20,299,137,6,156,99698,3,16,293,137,11,0,6,17,11,9,1.17647,0.45,1.5
104,25,230,102,8,120,99768,2,16,222,102,15,0,8,23,15,10,1.08696,0.4,1.25
105,18,228,102,6,120,99770,2,16,222,102,10,0,6,16,10,8,1.125,0.444444,1.33333
106,21,207,90,9,108,99787,6,16,198,90,6,0,9,15,6,15,1.4,0.714286,1.66667
107,20,321,150,5,166,99679,0,16,316,150,15,0,5,20,15,5,1,0.25,1
108,20,211,96,4,111,99786,3,16,207,96,13,0,4,17,13,7,1.17647,0.35,1.75
109,19,222,94,10,118,99776,2,16,212,94,7,0,10,17,7,12,1.11765,0.631579,1.2
110,20,219,95,8,116,99778,3,16,211,95,9,0,8,17,9,11,1.17647,0.55,1.375
111,12,212,98,3,111,99788,0,16,209,98,9,0,3,12,9,3,1,0.25,1
