depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.98381,0.984968,0.985776,0.904686,0.904686,0.904686
1,2,12,0.977088,0.983431,0.984003,0.287835,0.322273,0.330022
2,4,24,0.615775,0.98138,0.983887,0.0937689,0.114058,0.117752
3,8,48,0.516434,0.751785,0.916304,0.0295161,0.0390852,0.0491859
4,16,96,0.488131,0.702685,0.902496,0.00848209,0.0156692,0.0225061
5,32,192,0.401892,0.522028,0.837726,0.00283221,0.00511629,0.00842635
6,64,384,0.28084,0.42776,0.546565,0.000769743,0.00166174,0.00266677
7,128,768,0.258612,0.368219,0.501116,0.000216254,0.000439399,0.000636347
8,256,1536,0.204721,0.296189,0.44204,5.20795e-05,0.000102156,0.000256291
9,512,3072,0.140108,0.221331,0.329379,9.07727e-06,2.25132e-05,4.23453e-05
10,1024,6144,0.104978,0.174933,0.278809,1.18079e-06,3.76838e-06,8.56471e-06
11,2048,12288,0.0608714,0.119892,0.215747,3.87675e-08,2.65292e-07,9.08324e-07
12,4096,24576,0,0.0492495,0.114847,0,7.88504e-10,1.78843e-08
13,1809,10854,0,0,0,0,0,0
