depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.992069,0.993068,0.99574,0.923822,0.923822,0.923822
1,2,20,0.990243,0.992736,0.995348,0.312527,0.367174,0.37947
2,4,40,0.987838,0.992126,0.994704,0.104175,0.124068,0.131081
3,8,80,0.765331,0.99024,0.992733,0.0279953,0.0498866,0.0569999
4,16,160,0.51502,0.986257,0.990364,0.00813107,0.0147604,0.0192329
5,32,320,0.509864,0.711738,0.876653,0.00212291,0.00348453,0.00442018
6,64,640,0.502761,0.654334,0.800717,0.000607737,0.00123081,0.00175357
7,128,1280,0.475977,0.598818,0.758632,0.000178306,0.000343362,0.000538668
8,256,2560,0.364388,0.517702,0.684597,4.22539e-05,8.14424e-05,0.000138873
9,512,5120,0.27448,0.489054,0.595641,8.86446e-06,1.61083e-05,2.78853e-05
10,1024,10240,0.254845,0.323617,0.431056,1.50579e-06,2.86581e-06,4.78272e-06
11,2048,20480,0.231183,0.283232,0.387493,2.24649e-07,5.02811e-07,1.00567e-06
12,4096,40960,0.18604,0.251218,0.331487,1.93115e-08,5.64785e-08,1.33338e-07
13,8192,81920,0.11473,0.208292,0.276248,3.41065e-10,2.22148e-09,8.45792e-09
14,16384,163840,0.0442587,0.119227,0.210776,3.57252e-15,8.71569e-13,4.38946e-11
15,17233,172330,0,0,0,0,0,0
