depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.97122,0.971221,0.971221,0.839227,0.839227,0.839227
1,2,12,0.971165,0.971219,0.971221,0.209789,0.210959,0.211223
2,4,24,0.48798,0.971203,0.971207,0.0525339,0.0533144,0.0534597
3,8,48,0.485567,0.489193,0.489712,0.0131251,0.0133888,0.0134258
4,16,96,0.482164,0.489164,0.48968,0.00325955,0.00336357,0.00345263
5,32,192,0.244429,0.486573,0.48914,0.000817741,0.000847077,0.000884209
6,64,384,0.242319,0.246943,0.249598,0.000201943,0.000216257,0.000227313
7,128,768,0.239377,0.246312,0.249542,5.02044e-05,5.54084e-05,5.81836e-05
8,256,1536,0.123448,0.244395,0.249,1.24075e-05,1.40935e-05,1.56209e-05
9,512,3072,0.120109,0.126429,0.132915,3.01167e-06,3.59157e-06,4.19096e-06
10,1024,6144,0.11514,0.124772,0.131737,7.02744e-07,9.19535e-07,1.10926e-06
11,2048,12288,0.0620532,0.120384,0.130193,1.52941e-07,2.24756e-07,2.94611e-07
12,4096,24576,0.0556857,0.0647301,0.0744482,2.86243e-08,5.12143e-08,7.91699e-08
13,8192,49152,0.0446342,0.059991,0.0707146,3.90733e-09,9.28931e-09,1.85165e-08
14,16384,98304,0.0241151,0.0476546,0.0645586,2.06971e-10,1.03835e-09,2.85109e-09
15,32768,196608,0.00847158,0.0221407,0.0353996,1.42835e-13,1.0259e-11,1.27507e-10
16,34465,206790,0,0,0,0,0,0
