depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.852857,0.852907,0.852907,0.52906,0.52906,0.52906
1,2,8,0.640575,0.852807,0.852807,0.131959,0.133462,0.1338
2,4,16,0.425373,0.436326,0.440436,0.0332367,0.0344559,0.0344859
3,8,32,0.315233,0.437651,0.439688,0.00813371,0.00898044,0.00904462
4,16,64,0.210976,0.22727,0.241548,0.00198604,0.00237752,0.00270785
5,32,128,0.147287,0.222079,0.240831,0.000409701,0.00068371,0.00078776
6,64,256,0.101124,0.117694,0.134385,9.52029e-05,0.000163753,0.000239055
7,128,512,0.0677417,0.106272,0.126441,1.7868e-05,4.22016e-05,6.22342e-05
8,256,1024,0.0394935,0.0570353,0.0712211,2.08835e-06,6.9445e-06,1.51452e-05
9,512,2048,0.0162163,0.0393811,0.0595395,6.89506e-08,5.66086e-07,1.74015e-06
10,977,3908,0,0,0,0,0,0
