group_idx,group_size,K_point,K_subtree
0,9,4,5
1,2,2,0
2,2,1,1
3,1,1,0
4,4,3,1
5,6,2,4
6,1,1,0
7,4,1,3
8,7,2,5
9,3,2,1
10,3,1,2
11,3,0,3
12,3,2,1
13,3,0,3
14,3,0,3
15,8,2,6
16,3,0,3
17,4,3,1
18,5,4,1
19,3,1,2
20,5,4,1
21,3,0,3
22,5,2,3
23,1,0,1
24,3,2,1
25,4,2,2
26,1,0,1
27,6,3,3
28,6,3,3
29,2,2,0
30,1,0,1
31,3,3,0
32,3,0,3
33,6,3,3
34,4,1,3
35,8,3,5
36,3,0,3
37,3,0,3
38,6,3,3
39,4,2,2
40,2,2,0
41,4,1,3
42,3,2,1
43,3,1,2
44,7,1,6
45,3,1,2
46,15,6,9
47,1,1,0
48,4,3,1
49,3,2,1
50,2,2,0
51,3,2,1
52,5,3,2
53,4,2,2
54,3,1,2
55,1,1,0
56,5,2,3
57,1,1,0
58,5,1,4
59,2,1,1
60,8,1,7
61,7,2,5
62,4,1,3
63,2,0,2
64,3,2,1
65,1,1,0
66,7,2,5
67,7,1,6
68,4,2,2
69,6,1,5
70,2,1,1
71,6,3,3
72,6,4,2
73,1,0,1
74,7,2,5
75,1,0,1
76,5,1,4
77,3,1,2
78,3,2,1
79,3,1,2
80,2,1,1
81,6,4,2
82,3,1,2
83,8,4,4
84,2,1,1
85,7,1,6
86,1,1,0
87,1,0,1
88,5,2,3
89,6,2,4
90,3,2,1
91,3,1,2
92,1,0,1
93,5,2,3
94,4,3,1
95,5,1,4
96,7,2,5
97,5,2,3
98,4,1,3
99,6,3,3
100,1,1,0
101,3,2,1
102,2,1,1
103,4,3,1
104,7,6,1
105,12,6,6
106,5,1,4
107,2,1,1
108,6,5,1
109,6,2,4
110,2,1,1
111,4,4,0
112,6,2,4
113,6,4,2
114,8,3,5
115,4,1,3
116,5,0,5
117,3,2,1
118,5,1,4
119,4,2,2
120,3,2,1
121,1,0,1
122,7,4,3
123,6,1,5
124,2,1,1
125,5,1,4
126,1,0,1
127,1,0,1
128,1,0,1
129,11,7,4
130,7,3,4
131,6,2,4
132,8,8,0
133,3,1,2
134,5,1,4
135,2,1,1
136,1,1,0
137,7,5,2
138,10,6,4
139,6,1,5
140,2,1,1
141,4,2,2
142,3,2,1
143,3,1,2
144,5,3,2
145,3,2,1
146,3,2,1
147,4,2,2
148,2,2,0
149,7,3,4
150,3,2,1
151,6,2,4
152,7,3,4
153,7,0,7
154,4,1,3
155,11,5,6
156,4,1,3
157,2,2,0
158,5,2,3
159,6,1,5
160,4,3,1
161,6,3,3
162,3,0,3
163,7,5,2
164,2,1,1
165,4,2,2
166,6,3,3
167,7,5,2
168,1,0,1
169,1,0,1
170,3,2,1
171,2,1,1
172,4,1,3
173,4,0,4
174,4,1,3
175,3,2,1
176,2,0,2
177,2,0,2
178,3,1,2
179,4,0,4
180,3,1,2
181,2,0,2
182,9,4,5
183,2,0,2
184,2,1,1
185,3,2,1
186,1,1,0
187,2,1,1
188,7,4,3
189,6,3,3
190,5,3,2
191,6,1,5
192,2,2,0
193,4,0,4
194,1,1,0
195,4,1,3
196,2,2,0
197,4,2,2
198,2,0,2
199,4,2,2
200,4,1,3
201,6,1,5
202,5,1,4
203,3,2,1
204,4,2,2
205,4,3,1
206,6,2,4
207,1,1,0
208,5,3,2
209,5,2,3
210,3,2,1
211,7,3,4
212,1,1,0
213,7,2,5
214,4,2,2
215,5,4,1
216,3,1,2
217,7,3,4
218,2,1,1
219,8,4,4
220,5,1,4
221,12,7,5
222,6,3,3
223,3,1,2
224,5,1,4
225,4,3,1
226,5,2,3
227,8,1,7
228,4,3,1
229,5,2,3
230,4,2,2
231,1,1,0
232,5,1,4
233,8,2,6
234,7,4,3
235,6,1,5
236,4,2,2
237,4,2,2
238,1,1,0
239,3,3,0
240,7,3,4
241,9,4,5
242,2,0,2
243,8,4,4
244,5,2,3
245,2,0,2
246,4,1,3
247,2,1,1
248,2,0,2
249,3,1,2
250,6,1,5
251,1,0,1
252,5,3,2
253,5,2,3
254,4,2,2
255,8,3,5
256,4,3,1
257,5,4,1
258,1,1,0
259,6,3,3
260,1,1,0
261,5,1,4
262,10,3,7
263,3,3,0
264,4,1,3
265,3,1,2
266,4,2,2
267,6,3,3
268,4,2,2
269,2,0,2
270,6,2,4
271,5,0,5
272,7,5,2
273,8,7,1
274,3,2,1
275,3,2,1
276,2,2,0
277,4,2,2
278,1,1,0
279,7,1,6
280,4,2,2
281,1,0,1
282,9,4,5
283,6,3,3
284,3,0,3
285,3,0,3
286,2,1,1
287,4,2,2
288,4,0,4
289,5,3,2
290,6,2,4
291,5,2,3
292,3,1,2
293,10,6,4
294,6,2,4
295,7,3,4
296,5,1,4
297,2,0,2
298,7,4,3
299,5,1,4
300,6,2,4
301,3,0,3
302,3,1,2
303,3,2,1
304,7,3,4
305,4,1,3
306,2,0,2
307,8,3,5
308,5,2,3
309,4,2,2
310,6,2,4
311,4,3,1
312,4,2,2
313,7,2,5
314,7,2,5
315,1,1,0
316,3,1,2
317,7,3,4
318,4,1,3
319,10,2,8
320,6,3,3
321,2,0,2
322,5,3,2
323,4,2,2
324,5,3,2
325,3,1,2
326,3,0,3
327,5,3,2
328,2,2,0
329,2,0,2
330,3,2,1
331,6,2,4
332,4,1,3
333,5,1,4
334,6,1,5
335,5,1,4
336,3,3,0
337,5,3,2
338,5,3,2
339,3,1,2
340,5,2,3
341,4,0,4
342,6,2,4
343,3,3,0
344,2,1,1
345,2,2,0
346,3,2,1
347,5,1,4
348,4,1,3
349,4,1,3
350,3,2,1
351,9,5,4
352,6,3,3
353,5,4,1
354,3,2,1
355,5,2,3
356,2,1,1
357,2,0,2
358,3,0,3
359,4,3,1
360,6,4,2
361,4,2,2
362,2,0,2
363,6,3,3
364,1,1,0
365,7,4,3
366,6,3,3
367,3,2,1
368,3,1,2
369,8,2,6
370,6,3,3
371,3,2,1
372,4,1,3
373,7,5,2
374,4,1,3
375,5,2,3
376,3,1,2
377,12,7,5
378,2,1,1
379,5,2,3
380,4,1,3
381,1,1,0
382,3,1,2
383,5,2,3
384,2,1,1
385,2,1,1
386,4,1,3
387,2,2,0
388,7,1,6
389,5,2,3
390,6,3,3
391,8,3,5
392,5,3,2
393,8,5,3
394,1,0,1
395,3,1,2
396,5,2,3
397,3,2,1
398,4,2,2
399,5,2,3
400,4,0,4
401,4,1,3
402,7,2,5
403,2,0,2
404,11,4,7
405,2,1,1
406,3,0,3
407,4,2,2
408,2,0,2
409,1,0,1
410,7,2,5
411,3,1,2
412,1,0,1
413,3,2,1
414,3,2,1
415,3,2,1
416,9,4,5
417,2,1,1
418,6,1,5
419,1,1,0
420,5,3,2
421,4,0,4
422,5,3,2
423,2,1,1
424,5,4,1
425,4,2,2
426,2,1,1
427,4,3,1
428,3,2,1
429,1,1,0
430,3,0,3
431,5,2,3
432,3,2,1
433,3,2,1
434,3,2,1
435,3,0,3
436,3,0,3
437,4,2,2
438,6,1,5
439,2,1,1
440,8,3,5
441,1,0,1
442,7,5,2
443,6,3,3
444,8,2,6
445,5,3,2
446,5,2,3
447,7,4,3
448,3,3,0
449,4,2,2
450,9,2,7
451,5,4,1
452,6,3,3
453,2,0,2
454,6,3,3
455,7,1,6
456,2,0,2
457,10,4,6
458,1,0,1
459,7,4,3
460,2,0,2
461,1,1,0
462,3,1,2
463,3,2,1
464,4,2,2
465,5,3,2
466,5,1,4
467,5,1,4
468,5,3,2
469,5,2,3
470,7,1,6
471,3,0,3
472,3,2,1
473,10,6,4
474,9,5,4
475,6,2,4
476,5,1,4
477,5,2,3
478,3,2,1
479,4,1,3
480,2,0,2
481,6,3,3
482,4,2,2
483,8,2,6
484,4,3,1
485,3,0,3
486,3,1,2
487,4,1,3
488,3,1,2
489,6,3,3
490,4,2,2
491,2,1,1
492,4,1,3
493,2,0,2
494,2,0,2
495,2,1,1
496,1,1,0
497,7,2,5
498,1,0,1
499,2,1,1
500,3,0,3
501,5,1,4
502,3,3,0
503,4,0,4
504,2,1,1
505,11,7,4
506,2,1,1
507,6,5,1
508,4,1,3
509,5,3,2
510,9,0,9
511,6,5,1
512,2,1,1
513,1,0,1
514,2,0,2
515,5,2,3
516,1,1,0
517,3,2,1
518,6,4,2
519,7,4,3
520,4,2,2
521,3,1,2
522,5,1,4
523,3,2,1
524,5,2,3
525,3,2,1
526,1,1,0
527,1,1,0
528,6,0,6
529,6,3,3
530,1,1,0
531,2,2,0
532,3,3,0
533,2,1,1
534,2,0,2
535,6,2,4
536,2,1,1
537,3,0,3
538,3,3,0
539,3,2,1
540,2,1,1
541,2,1,1
542,2,0,2
543,5,2,3
544,7,2,5
545,8,5,3
546,3,0,3
547,3,0,3
548,1,1,0
549,3,0,3
550,5,2,3
551,2,1,1
552,3,0,3
553,7,1,6
554,8,3,5
555,4,0,4
556,1,1,0
557,2,0,2
558,3,0,3
559,2,1,1
560,4,2,2
561,2,2,0
562,2,1,1
563,1,1,0
564,4,1,3
565,7,4,3
566,10,5,5
567,2,1,1
568,1,0,1
569,2,1,1
570,7,3,4
571,2,1,1
572,6,3,3
573,2,1,1
574,1,0,1
575,8,4,4
576,1,0,1
577,3,0,3
578,4,3,1
579,6,2,4
580,5,3,2
581,7,5,2
582,2,0,2
583,2,1,1
584,3,2,1
585,4,0,4
586,8,5,3
587,7,3,4
588,6,3,3
589,3,2,1
590,7,3,4
591,7,3,4
592,6,2,4
593,1,0,1
594,10,4,6
595,6,1,5
596,8,3,5
597,6,1,5
598,6,4,2
599,5,1,4
600,5,2,3
601,4,3,1
602,3,2,1
603,5,3,2
604,5,3,2
605,5,3,2
606,4,2,2
607,5,0,5
608,5,2,3
609,3,0,3
610,4,1,3
611,5,2,3
612,5,1,4
613,1,0,1
614,2,2,0
615,3,2,1
616,6,4,2
617,7,1,6
618,2,2,0
619,4,1,3
620,2,2,0
621,9,4,5
622,7,3,4
623,3,1,2
624,3,3,0
625,2,0,2
626,2,0,2
627,6,2,4
628,7,1,6
629,11,6,5
630,7,0,7
631,2,1,1
632,2,1,1
633,4,3,1
634,4,0,4
635,7,1,6
636,4,1,3
637,5,1,4
638,2,0,2
639,6,2,4
640,2,0,2
