depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.992114,0.992943,0.993177,0.968573,0.968573,0.968573
1,2,8,0.773992,0.990936,0.991795,0.259011,0.26515,0.266531
2,4,16,0.502539,0.555349,0.60557,0.0695163,0.0744133,0.0746668
3,8,32,0.419064,0.530159,0.590504,0.0192644,0.0229283,0.0230838
4,16,64,0.260819,0.300907,0.353153,0.00491756,0.00664279,0.00689058
5,32,128,0.233195,0.278751,0.340109,0.00144181,0.00201483,0.00287534
6,64,256,0.136533,0.172902,0.226389,0.000390755,0.000569237,0.00077667
7,128,512,0.110631,0.14806,0.199406,0.000108727,0.000177873,0.00026432
8,256,1024,0.0703863,0.0974138,0.138645,2.76386e-05,4.83086e-05,7.82751e-05
9,512,2048,0.0528743,0.0794318,0.112306,6.39696e-06,1.3492e-05,2.06941e-05
10,1024,4096,0.0316091,0.05107,0.0802875,1.04455e-06,2.74228e-06,6.07738e-06
11,2048,8192,0.0175156,0.0349649,0.0608927,8.06596e-08,3.89469e-07,1.19765e-06
12,4096,16384,0,0.01369,0.0326865,0,5.97989e-09,6.97976e-08
13,1809,7236,0,0,0,0,0,0
