depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.94194,0.941948,0.941948,0.619653,0.619653,0.619653
1,2,16,0.941928,0.941947,0.941947,0.154899,0.155733,0.15592
2,4,32,0.707491,0.941936,0.941939,0.0388445,0.0390102,0.0390573
3,8,64,0.471859,0.941839,0.941938,0.00971111,0.00975042,0.00979271
4,16,128,0.470888,0.473535,0.480844,0.00241811,0.00248877,0.00253883
5,32,256,0.469919,0.473471,0.481938,0.000605294,0.000629451,0.000635647
6,64,512,0.351662,0.473232,0.481762,0.000149147,0.000160745,0.000163227
7,128,1024,0.236859,0.47108,0.481194,3.69039e-05,4.08156e-05,4.34969e-05
8,256,2048,0.23428,0.241738,0.250037,9.11958e-06,1.05201e-05,1.13954e-05
9,512,4096,0.230118,0.240451,0.249425,2.17083e-06,2.63852e-06,2.97683e-06
10,1024,8192,0.174087,0.2377,0.248004,4.97283e-07,6.53762e-07,8.1696e-07
11,2048,16384,0.116776,0.229162,0.243811,1.05859e-07,1.53576e-07,2.0751e-07
12,4096,32768,0.108302,0.123469,0.140411,1.79874e-08,3.28678e-08,5.0692e-08
13,8192,65536,0.0919222,0.116127,0.135357,1.9895e-09,5.13262e-09,1.02491e-08
14,16384,131072,0.0544833,0.0993069,0.125209,6.50188e-11,3.77287e-10,1.23459e-09
15,32768,262144,0.0196077,0.0548761,0.098747,5.59105e-15,9.08925e-13,2.1063e-11
16,34465,275720,0,0,0,0,0,0
