run_id,depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
correctness_d4_N2000_a100_t200000_F0_rep0,10,977,7816,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d4_N2000_a100_t200000_F1_rep0,0,1,8,0.925917,0.940395,0.952378,0.550825,0.550825,0.550825
correctness_d4_N2000_a100_t200000_F1_rep0,1,2,16,0.918445,0.934637,0.950857,0.196762,0.202006,0.203185
correctness_d4_N2000_a100_t200000_F1_rep0,2,4,32,0.889389,0.930665,0.947813,0.0696468,0.0747549,0.0764923
correctness_d4_N2000_a100_t200000_F1_rep0,3,8,64,0.601837,0.920134,0.941129,0.0236991,0.0272623,0.0280988
correctness_d4_N2000_a100_t200000_F1_rep0,4,16,128,0.550273,0.902455,0.933716,0.00777596,0.00952066,0.0104164
correctness_d4_N2000_a100_t200000_F1_rep0,5,32,256,0.508963,0.870687,0.923863,0.00269905,0.00416723,0.00549054
correctness_d4_N2000_a100_t200000_F1_rep0,6,64,512,0.412349,0.723847,0.870046,0.000760315,0.00124194,0.00210309
correctness_d4_N2000_a100_t200000_F1_rep0,7,128,1024,0.314045,0.528247,0.803937,0.00013908,0.000296098,0.000546545
correctness_d4_N2000_a100_t200000_F1_rep0,8,256,2048,0.245173,0.402068,0.528637,1.10344e-05,3.63038e-05,9.34663e-05
correctness_d4_N2000_a100_t200000_F1_rep0,9,512,4096,0.136507,0.280446,0.452228,5.15669e-08,7.26807e-07,5.29376e-06
correctness_d4_N2000_a100_t200000_F1_rep0,10,977,7816,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d4_N2000_a10_t200000_F0_rep0,0,1,8,0.850779,0.851336,0.851336,0.274204,0.274204,0.274204
correctness_d4_N2000_a10_t200000_F0_rep0,1,2,16,0.849791,0.851055,0.851254,0.0680785,0.0714571,0.0722173
correctness_d4_N2000_a10_t200000_F0_rep0,2,4,32,0.64087,0.850132,0.850483,0.0169806,0.0178049,0.0179002
correctness_d4_N2000_a10_t200000_F0_rep0,3,8,64,0.426008,0.84856,0.850483,0.00407919,0.00464075,0.00522947
correctness_d4_N2000_a10_t200000_F0_rep0,4,16,128,0.417008,0.444194,0.464093,0.000922282,0.00112686,0.00137029
correctness_d4_N2000_a10_t200000_F0_rep0,5,32,256,0.404162,0.435385,0.461405,0.0002022,0.000294667,0.000336786
correctness_d4_N2000_a10_t200000_F0_rep0,6,64,512,0.294501,0.430201,0.457001,3.7821e-05,6.56157e-05,8.35593e-05
correctness_d4_N2000_a10_t200000_F0_rep0,7,128,1024,0.200596,0.388772,0.441915,5.41104e-06,1.24401e-05,2.18261e-05
correctness_d4_N2000_a10_t200000_F0_rep0,8,256,2048,0.159173,0.212168,0.263144,2.9995e-07,1.41046e-06,2.99204e-06
correctness_d4_N2000_a10_t200000_F0_rep0,9,512,4096,0.0820565,0.169869,0.229466,1.08367e-09,2.10224e-08,7.68761e-08
correctness_d4_N2000_a10_t200000_F0_rep0,10,977,7816,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d4_N2000_a10_t200000_F1_rep0,0,1,8,0.960412,0.968785,0.976791,0.705301,0.705301,0.705301
correctness_d4_N2000_a10_t200000_F1_rep0,1,2,16,0.940558,0.963075,0.97577,0.246631,0.261315,0.264619
correctness_d4_N2000_a10_t200000_F1_rep0,2,4,32,0.923448,0.954076,0.973313,0.0889615,0.0993917,0.102455
correctness_d4_N2000_a10_t200000_F1_rep0,3,8,64,0.557921,0.940754,0.96252,0.0297001,0.0338391,0.0381471
correctness_d4_N2000_a10_t200000_F1_rep0,4,16,128,0.527315,0.911651,0.951562,0.00933117,0.0125873,0.0131849
correctness_d4_N2000_a10_t200000_F1_rep0,5,32,256,0.48362,0.791998,0.922018,0.00239929,0.00421269,0.00639933
correctness_d4_N2000_a10_t200000_F1_rep0,6,64,512,0.393356,0.62382,0.906918,0.000529385,0.00120868,0.00203027
correctness_d4_N2000_a10_t200000_F1_rep0,7,128,1024,0.30556,0.482254,0.738588,8.69869e-05,0.000218616,0.00037201
correctness_d4_N2000_a10_t200000_F1_rep0,8,256,2048,0.22066,0.343001,0.516172,5.0835e-06,1.99288e-05,6.08387e-05
correctness_d4_N2000_a10_t200000_F1_rep0,9,512,4096,0.123448,0.249554,0.42377,2.22302e-08,3.43294e-07,2.1145e-06
correctness_d4_N2000_a10_t200000_F1_rep0,10,977,7816,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d5_N2000_a0p1_t200000_F0_rep0,0,1,10,0.923345,0.92379,0.92379,0.450064,0.450064,0.450064
correctness_d5_N2000_a0p1_t200000_F0_rep0,1,2,20,0.922847,0.923355,0.923546,0.112122,0.116773,0.117819
correctness_d5_N2000_a0p1_t200000_F0_rep0,2,4,40,0.91886,0.922322,0.922762,0.0271922,0.0297822,0.0307462
correctness_d5_N2000_a0p1_t200000_F0_rep0,3,8,80,0.472036,0.920702,0.922384,0.00630875,0.00742055,0.00782143
correctness_d5_N2000_a0p1_t200000_F0_rep0,4,16,160,0.460889,0.910196,0.920003,0.00158699,0.00189759,0.00204945
correctness_d5_N2000_a0p1_t200000_F0_rep0,5,32,320,0.446684,0.478896,0.517269,0.000312836,0.00043842,0.000544182
correctness_d5_N2000_a0p1_t200000_F0_rep0,6,64,640,0.425507,0.468637,0.505327,5.47129e-05,9.85019e-05,0.000116934
correctness_d5_N2000_a0p1_t200000_F0_rep0,7,128,1280,0.349436,0.448501,0.498442,6.18827e-06,1.59855e-05,2.78488e-05
correctness_d5_N2000_a0p1_t200000_F0_rep0,8,256,2560,0.212343,0.395991,0.478581,2.94142e-07,1.07597e-06,3.03576e-06
correctness_d5_N2000_a0p1_t200000_F0_rep0,9,512,5120,0.11983,0.248153,0.400626,2.94694e-10,1.2111e-08,8.12188e-08
correctness_d5_N2000_a0p1_t200000_F0_rep0,10,977,9770,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d5_N2000_a0p1_t200000_F1_rep0,0,1,10,0.974313,0.981688,0.983132,0.778091,0.778091,0.778091
correctness_d5_N2000_a0p1_t200000_F1_rep0,1,2,20,0.967145,0.976821,0.98091,0.247105,0.28432,0.292693
correctness_d5_N2000_a0p1_t200000_F1_rep0,2,4,40,0.957392,0.972422,0.976572,0.0650085,0.11228,0.130487
correctness_d5_N2000_a0p1_t200000_F1_rep0,3,8,80,0.671213,0.966533,0.972878,0.0197683,0.0335233,0.0380573
correctness_d5_N2000_a0p1_t200000_F1_rep0,4,16,160,0.510627,0.937962,0.965652,0.00478121,0.00807734,0.00895026
correctness_d5_N2000_a0p1_t200000_F1_rep0,5,32,320,0.482767,0.634649,0.832674,0.000919102,0.00176451,0.0025298
correctness_d5_N2000_a0p1_t200000_F1_rep0,6,64,640,0.44461,0.545486,0.750137,0.000159816,0.000364902,0.000511457
correctness_d5_N2000_a0p1_t200000_F1_rep0,7,128,1280,0.377981,0.482978,0.669499,1.89903e-05,4.19975e-05,8.82646e-05
correctness_d5_N2000_a0p1_t200000_F1_rep0,8,256,2560,0.243867,0.417577,0.550611,8.09416e-07,3.10154e-06,9.77189e-06
correctness_d5_N2000_a0p1_t200000_F1_rep0,9,512,5120,0.130303,0.276149,0.417081,7.77363e-10,1.67609e-08,1.20564e-07
correctness_d5_N2000_a0p1_t200000_F1_rep0,10,977,9770,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d5_N2000_a100_t200000_F0_rep0,0,1,10,0.71655,0.717079,0.717079,0.0355726,0.0355726,0.0355726
correctness_d5_N2000_a100_t200000_F0_rep0,1,2,20,0.715165,0.716926,0.716979,0.00878176,0.00885364,0.00886981
correctness_d5_N2000_a100_t200000_F0_rep0,2,4,40,0.713592,0.715821,0.716979,0.00216978,0.00225288,0.00226243
correctness_d5_N2000_a100_t200000_F0_rep0,3,8,80,0.362619,0.714023,0.716619,0.00051033,0.000574924,0.000592202
correctness_d5_N2000_a100_t200000_F0_rep0,4,16,160,0.354977,0.706633,0.713379,0.000116047,0.000139984,0.000143535
correctness_d5_N2000_a100_t200000_F0_rep0,5,32,320,0.345861,0.365224,0.403928,2.43241e-05,3.26487e-05,4.06738e-05
correctness_d5_N2000_a100_t200000_F0_rep0,6,64,640,0.329358,0.357756,0.396108,4.25704e-06,6.60297e-06,9.53833e-06
correctness_d5_N2000_a100_t200000_F0_rep0,7,128,1280,0.28109,0.342767,0.376958,4.8307e-07,1.08492e-06,1.6591e-06
correctness_d5_N2000_a100_t200000_F0_rep0,8,256,2560,0.162554,0.30562,0.355837,2.00399e-08,7.74677e-08,3.08668e-07
correctness_d5_N2000_a100_t200000_F0_rep0,9,512,5120,0.092896,0.183284,0.312719,2.13184e-11,4.83154e-10,6.07345e-09
correctness_d5_N2000_a100_t200000_F0_rep0,10,977,9770,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d5_N2000_a100_t200000_F1_rep0,0,1,10,0.929602,0.949154,0.952235,0.486345,0.486345,0.486345
correctness_d5_N2000_a100_t200000_F1_rep0,1,2,20,0.911659,0.944663,0.951855,0.173621,0.188854,0.192281
correctness_d5_N2000_a100_t200000_F1_rep0,2,4,40,0.889953,0.930967,0.951094,0.0587576,0.05937,0.0594184
correctness_d5_N2000_a100_t200000_F1_rep0,3,8,80,0.843677,0.912164,0.949573,0.0177818,0.0203192,0.0213943
correctness_d5_N2000_a100_t200000_F1_rep0,4,16,160,0.594281,0.900164,0.938041,0.00546867,0.00667299,0.0071243
correctness_d5_N2000_a100_t200000_F1_rep0,5,32,320,0.544231,0.87035,0.928576,0.00163329,0.00207079,0.00238489
correctness_d5_N2000_a100_t200000_F1_rep0,6,64,640,0.486805,0.826673,0.905801,0.000453194,0.000699326,0.000887891
correctness_d5_N2000_a100_t200000_F1_rep0,7,128,1280,0.397687,0.705872,0.869439,7.49125e-05,0.000140824,0.000272239
correctness_d5_N2000_a100_t200000_F1_rep0,8,256,2560,0.286218,0.507152,0.774685,4.22517e-06,1.55536e-05,4.0331e-05
correctness_d5_N2000_a100_t200000_F1_rep0,9,512,5120,0.169389,0.351192,0.570933,8.25676e-09,1.19198e-07,1.2618e-06
correctness_d5_N2000_a100_t200000_F1_rep0,10,977,9770,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d5_N2000_a10_t200000_F0_rep0,0,1,10,0.816641,0.816988,0.816988,0.13193,0.13193,0.13193
correctness_d5_N2000_a10_t200000_F0_rep0,1,2,20,0.816224,0.816824,0.816842,0.0328475,0.0338068,0.0340227
correctness_d5_N2000_a10_t200000_F0_rep0,2,4,40,0.811488,0.816258,0.816822,0.00816579,0.0083925,0.00842077
correctness_d5_N2000_a10_t200000_F0_rep0,3,8,80,0.41835,0.814069,0.816424,0.00195233,0.00218011,0.0022474
correctness_d5_N2000_a10_t200000_F0_rep0,4,16,160,0.408696,0.806307,0.815651,0.000464175,0.000528285,0.000585337
correctness_d5_N2000_a10_t200000_F0_rep0,5,32,320,0.39421,0.419948,0.440475,9.32065e-05,0.000120543,0.000135795
correctness_d5_N2000_a10_t200000_F0_rep0,6,64,640,0.378987,0.411076,0.434847,1.66476e-05,2.48382e-05,3.92119e-05
correctness_d5_N2000_a10_t200000_F0_rep0,7,128,1280,0.317752,0.392418,0.431097,1.91145e-06,4.05893e-06,7.05351e-06
correctness_d5_N2000_a10_t200000_F0_rep0,8,256,2560,0.187039,0.346947,0.401898,7.80946e-08,3.58666e-07,7.87905e-07
correctness_d5_N2000_a10_t200000_F0_rep0,9,512,5120,0.103851,0.221269,0.34846,7.2809e-11,2.65136e-09,2.11384e-08
correctness_d5_N2000_a10_t200000_F0_rep0,10,977,9770,0.0,0.0,0.0,0.0,0.0,0.0
correctness_d5_N2000_a10_t200000_F1_rep0,0,1,10,0.950647,0.957829,0.962995,0.596477,0.596477,0.596477
correctness_d5_N2000_a10_t200000_F1_rep0,1,2,20,0.935197,0.954314,0.962357,0.205158,0.208083,0.20874
correctness_d5_N2000_a10_t200000_F1_rep0,2,4,40,0.923046,0.949382,0.961082,0.0751537,0.0802852,0.0812233
correctness_d5_N2000_a10_t200000_F1_rep0,3,8,80,0.894515,0.943759,0.958263,0.0255115,0.0285093,0.0289281
correctness_d5_N2000_a10_t200000_F1_rep0,4,16,160,0.554855,0.929246,0.953232,0.00730472,0.0103802,0.0112959
correctness_d5_N2000_a10_t200000_F1_rep0,5,32,320,0.520973,0.903351,0.948711,0.00216373,0.00331069,0.00403772
correctness_d5_N2000_a10_t200000_F1_rep0,6,64,640,0.473732,0.819956,0.927369,0.00046869,0.000975971,0.00186895
correctness_d5_N2000_a10_t200000_F1_rep0,7,128,1280,0.38261,0.603295,0.864774,7.15338e-05,0.000177672,0.000292734
correctness_d5_N2000_a10_t200000_F1_rep0,8,256,2560,0.286851,0.488351,0.786329,3.44848e-06,1.68717e-05,5.01775e-05
correctness_d5_N2000_a10_t200000_F1_rep0,9,512,5120,0.160683,0.333906,0.558254,3.96744e-09,9.50649e-08,1.28434e-06
correctness_d5_N2000_a10_t200000_F1_rep0,10,977,9770,0.0,0.0,0.0,0.0,0.0,0.0
density_d2_N50000_a0p1_t200000_F0_rep0,0,1,4,0.998973,0.998991,0.998991,0.995899,0.995899,0.995899
density_d2_N50000_a0p1_t200000_F0_rep0,1,2,8,0.750595,0.998991,0.998991,0.248955,0.251156,0.251651
density_d2_N50000_a0p1_t200000_F0_rep0,2,4,16,0.499449,0.502139,0.502163,0.0621532,0.0631519,0.0634938
density_d2_N50000_a0p1_t200000_F0_rep0,3,8,32,0.375823,0.501849,0.501938,0.0156647,0.0159935,0.0160472
density_d2_N50000_a0p1_t200000_F0_rep0,4,16,64,0.249126,0.254624,0.256488,0.00390382,0.00405255,0.00411137
density_d2_N50000_a0p1_t200000_F0_rep0,5,32,128,0.188952,0.252874,0.256331,0.000980909,0.00102664,0.00108023
density_d2_N50000_a0p1_t200000_F0_rep0,6,64,256,0.124677,0.128298,0.133146,0.00024033,0.000264051,0.00028252
density_d2_N50000_a0p1_t200000_F0_rep0,7,128,512,0.0933292,0.127111,0.131873,5.93884e-05,6.75157e-05,7.64981e-05
density_d2_N50000_a0p1_t200000_F0_rep0,8,256,1024,0.061552,0.0659411,0.0694253,1.43371e-05,1.71865e-05,2.03975e-05
density_d2_N50000_a0p1_t200000_F0_rep0,9,512,2048,0.0451433,0.0638863,0.0683987,3.4836e-06,4.4853e-06,5.2978e-06
density_d2_N50000_a0p1_t200000_F0_rep0,10,1024,4096,0.0298575,0.0339726,0.0375372,7.94641e-07,1.13921e-06,1.53107e-06
density_d2_N50000_a0p1_t200000_F0_rep0,11,2048,8192,0.020413,0.0319396,0.0364753,1.64745e-07,2.84149e-07,4.11887e-07
density_d2_N50000_a0p1_t200000_F0_rep0,12,4096,16384,0.0129217,0.0170301,0.021164,2.67334e-08,6.30227e-08,1.09582e-07
density_d2_N50000_a0p1_t200000_F0_rep0,13,8192,32768,0.00710686,0.0136209,0.0189375,2.37358e-09,9.45829e-09,2.35421e-08
density_d2_N50000_a0p1_t200000_F0_rep0,14,16384,65536,0.00211248,0.00587371,0.00999167,1.25926e-11,3.71698e-10,2.4503e-09
density_d2_N50000_a0p1_t200000_F0_rep0,15,17233,68932,0.0,0.0,0.0,0.0,0.0,0.0
density_d2_N50000_a0p1_t200000_F0_rep1,0,1,4,0.998933,0.998979,0.998979,0.995738,0.995738,0.995738
density_d2_N50000_a0p1_t200000_F0_rep1,1,2,8,0.750252,0.998887,0.998887,0.248898,0.250647,0.25104
density_d2_N50000_a0p1_t200000_F0_rep1,2,4,16,0.499387,0.502729,0.503835,0.0626227,0.0629409,0.0630078
density_d2_N50000_a0p1_t200000_F0_rep1,3,8,32,0.373214,0.503409,0.503835,0.0156097,0.0158286,0.0159349
density_d2_N50000_a0p1_t200000_F0_rep1,4,16,64,0.250142,0.253013,0.255629,0.00389312,0.00401425,0.00409896
density_d2_N50000_a0p1_t200000_F0_rep1,5,32,128,0.186511,0.253013,0.255557,0.000958374,0.00102297,0.00108732
density_d2_N50000_a0p1_t200000_F0_rep1,6,64,256,0.124625,0.128133,0.131612,0.000237834,0.00026223,0.000289672
density_d2_N50000_a0p1_t200000_F0_rep1,7,128,512,0.0929386,0.126761,0.131478,5.87723e-05,6.77001e-05,7.43964e-05
density_d2_N50000_a0p1_t200000_F0_rep1,8,256,1024,0.0616974,0.0654252,0.0685947,1.45487e-05,1.71516e-05,1.93472e-05
density_d2_N50000_a0p1_t200000_F0_rep1,9,512,2048,0.0458499,0.0639106,0.0682435,3.48032e-06,4.45452e-06,5.51253e-06
density_d2_N50000_a0p1_t200000_F0_rep1,10,1024,4096,0.029887,0.0338456,0.0376582,8.02573e-07,1.13734e-06,1.48807e-06
density_d2_N50000_a0p1_t200000_F0_rep1,11,2048,8192,0.0208516,0.0318839,0.0363669,1.65258e-07,2.78621e-07,3.95922e-07
density_d2_N50000_a0p1_t200000_F0_rep1,12,4096,16384,0.012947,0.0170688,0.0208794,2.72682e-08,6.17778e-08,1.09407e-07
density_d2_N50000_a0p1_t200000_F0_rep1,13,8192,32768,0.00715602,0.0136583,0.0187771,2.40751e-09,9.80608e-09,2.57343e-08
density_d2_N50000_a0p1_t200000_F0_rep1,14,16384,65536,0.00205933,0.00586917,0.0100239,1.17136e-11,3.51029e-10,2.50546e-09
density_d2_N50000_a0p1_t200000_F0_rep1,15,17233,68932,0.0,0.0,0.0,0.0,0.0,0.0
density_d2_N50000_a0p1_t200000_F0_rep2,0,1,4,0.998983,0.998988,0.998988,0.99594,0.99594,0.99594
density_d2_N50000_a0p1_t200000_F0_rep2,1,2,8,0.749697,0.99893,0.99893,0.248919,0.249751,0.249938
density_d2_N50000_a0p1_t200000_F0_rep2,2,4,16,0.499459,0.500896,0.501116,0.0621511,0.0627071,0.0628877
density_d2_N50000_a0p1_t200000_F0_rep2,3,8,32,0.376761,0.500904,0.501092,0.0154956,0.0160978,0.0163968
density_d2_N50000_a0p1_t200000_F0_rep2,4,16,64,0.250094,0.254298,0.255801,0.00389513,0.0040749,0.00411053
density_d2_N50000_a0p1_t200000_F0_rep2,5,32,128,0.186154,0.251967,0.254818,0.00097363,0.00104144,0.00105903
density_d2_N50000_a0p1_t200000_F0_rep2,6,64,256,0.124749,0.12828,0.132482,0.000240167,0.000262231,0.000283802
density_d2_N50000_a0p1_t200000_F0_rep2,7,128,512,0.0937117,0.12678,0.132432,6.00275e-05,6.64544e-05,7.94236e-05
density_d2_N50000_a0p1_t200000_F0_rep2,8,256,1024,0.0617974,0.0657371,0.0693817,1.44468e-05,1.76177e-05,2.01629e-05
density_d2_N50000_a0p1_t200000_F0_rep2,9,512,2048,0.041981,0.0642902,0.0687765,3.45543e-06,4.53598e-06,5.43594e-06
density_d2_N50000_a0p1_t200000_F0_rep2,10,1024,4096,0.0298294,0.0339544,0.0375558,7.90083e-07,1.14154e-06,1.53166e-06
density_d2_N50000_a0p1_t200000_F0_rep2,11,2048,8192,0.020414,0.0318224,0.0365072,1.64229e-07,2.79707e-07,4.23922e-07
density_d2_N50000_a0p1_t200000_F0_rep2,12,4096,16384,0.0129222,0.0170317,0.0209875,2.70248e-08,6.20483e-08,1.08749e-07
density_d2_N50000_a0p1_t200000_F0_rep2,13,8192,32768,0.00714596,0.0136134,0.018926,2.33049e-09,9.70691e-09,2.50673e-08
density_d2_N50000_a0p1_t200000_F0_rep2,14,16384,65536,0.00208578,0.00585902,0.00983076,1.23156e-11,3.7795e-10,2.48691e-09
density_d2_N50000_a0p1_t200000_F0_rep2,15,17233,68932,0.0,0.0,0.0,0.0,0.0,0.0
density_d2_N50000_a0p1_t200000_F1_rep0,0,1,4,0.999489,0.999646,0.999656,0.997987,0.997987,0.997987
density_d2_N50000_a0p1_t200000_F1_rep0,1,2,8,0.750516,0.999353,0.99936,0.249983,0.251248,0.251533
density_d2_N50000_a0p1_t200000_F1_rep0,2,4,16,0.49997,0.503557,0.505139,0.0629444,0.0633412,0.0634327
density_d2_N50000_a0p1_t200000_F1_rep0,3,8,32,0.375447,0.50444,0.505121,0.0157443,0.0161238,0.016197
density_d2_N50000_a0p1_t200000_F1_rep0,4,16,64,0.250117,0.253796,0.255336,0.00392561,0.00404016,0.004055
density_d2_N50000_a0p1_t200000_F1_rep0,5,32,128,0.187075,0.252723,0.254258,0.000993226,0.00103035,0.00109229
density_d2_N50000_a0p1_t200000_F1_rep0,6,64,256,0.125144,0.129005,0.133835,0.000244977,0.00026619,0.000289871
density_d2_N50000_a0p1_t200000_F1_rep0,7,128,512,0.0925047,0.127784,0.131162,6.16638e-05,6.95691e-05,7.85692e-05
density_d2_N50000_a0p1_t200000_F1_rep0,8,256,1024,0.0622032,0.0662263,0.0698433,1.49451e-05,1.78621e-05,2.11465e-05
density_d2_N50000_a0p1_t200000_F1_rep0,9,512,2048,0.0441599,0.0644485,0.0690987,3.58651e-06,4.59097e-06,5.64702e-06
density_d2_N50000_a0p1_t200000_F1_rep0,10,1024,4096,0.0301902,0.0340699,0.0380803,8.16678e-07,1.17284e-06,1.53089e-06
density_d2_N50000_a0p1_t200000_F1_rep0,11,2048,8192,0.0204934,0.031916,0.0369003,1.69168e-07,2.85939e-07,4.2851e-07
density_d2_N50000_a0p1_t200000_F1_rep0,12,4096,16384,0.0130539,0.0173052,0.0210718,2.79326e-08,6.38232e-08,1.14886e-07
density_d2_N50000_a0p1_t200000_F1_rep0,13,8192,32768,0.00721607,0.0137514,0.0188661,2.40732e-09,1.02225e-08,2.53573e-08
density_d2_N50000_a0p1_t200000_F1_rep0,14,16384,65536,0.00212654,0.00593123,0.0100529,1.17e-11,3.56087e-10,2.60948e-09
density_d2_N50000_a0p1_t200000_F1_rep0,15,17233,68932,0.0,0.0,0.0,0.0,0.0,0.0
density_d2_N50000_a0p1_t200000_F1_rep1,0,1,4,0.999373,0.999589,0.999661,0.99768,0.99768,0.99768
density_d2_N50000_a0p1_t200000_F1_rep1,1,2,8,0.751863,0.999439,0.999633,0.24988,0.253323,0.254098
density_d2_N50000_a0p1_t200000_F1_rep1,2,4,16,0.500955,0.504561,0.504731,0.062404,0.0638847,0.0641598
density_d2_N50000_a0p1_t200000_F1_rep1,3,8,32,0.376159,0.501293,0.502591,0.0156442,0.0160855,0.0161953
density_d2_N50000_a0p1_t200000_F1_rep1,4,16,64,0.250379,0.254006,0.254815,0.00390807,0.00410417,0.00412527
density_d2_N50000_a0p1_t200000_F1_rep1,5,32,128,0.187922,0.252571,0.254573,0.000978201,0.00103589,0.00107781
density_d2_N50000_a0p1_t200000_F1_rep1,6,64,256,0.125356,0.128781,0.132095,0.000245107,0.000265114,0.000282601
density_d2_N50000_a0p1_t200000_F1_rep1,7,128,512,0.0932597,0.127383,0.131887,6.13363e-05,6.84657e-05,7.68772e-05
density_d2_N50000_a0p1_t200000_F1_rep1,8,256,1024,0.0622652,0.0659819,0.0696596,1.49694e-05,1.76637e-05,2.05192e-05
density_d2_N50000_a0p1_t200000_F1_rep1,9,512,2048,0.0431209,0.0645662,0.0688081,3.59904e-06,4.63207e-06,5.53455e-06
density_d2_N50000_a0p1_t200000_F1_rep1,10,1024,4096,0.0300259,0.0341613,0.0377026,8.08797e-07,1.16288e-06,1.51845e-06
density_d2_N50000_a0p1_t200000_F1_rep1,11,2048,8192,0.0207361,0.031897,0.0366017,1.70711e-07,2.84351e-07,4.40061e-07
density_d2_N50000_a0p1_t200000_F1_rep1,12,4096,16384,0.0130392,0.0171724,0.0209532,2.76674e-08,6.22977e-08,1.10348e-07
density_d2_N50000_a0p1_t200000_F1_rep1,13,8192,32768,0.0072298,0.0136898,0.0188765,2.49659e-09,9.68912e-09,2.40598e-08
density_d2_N50000_a0p1_t200000_F1_rep1,14,16384,65536,0.00214002,0.00592192,0.0101339,1.17183e-11,3.66758e-10,2.65997e-09
density_d2_N50000_a0p1_t200000_F1_rep1,15,17233,68932,0.0,0.0,0.0,0.0,0.0,0.0
density_d2_N50000_a0p1_t200000_F1_rep2,0,1,4,0.999462,0.999494,0.999499,0.997708,0.997708,0.997708
density_d2_N50000_a0p1_t200000_F1_rep2,1,2,8,0.751241,0.999494,0.999494,0.24986,0.251501,0.25187
density_d2_N50000_a0p1_t200000_F1_rep2,2,4,16,0.500171,0.503949,0.506805,0.0630567,0.063381,0.0634957
density_d2_N50000_a0p1_t200000_F1_rep2,3,8,32,0.374372,0.504415,0.506999,0.0155731,0.0161851,0.0161926
density_d2_N50000_a0p1_t200000_F1_rep2,4,16,64,0.24985,0.254496,0.258949,0.00391188,0.00413096,0.00421243
density_d2_N50000_a0p1_t200000_F1_rep2,5,32,128,0.1864,0.252804,0.258727,0.000990546,0.00105583,0.0010902
density_d2_N50000_a0p1_t200000_F1_rep2,6,64,256,0.125246,0.129214,0.133225,0.000245453,0.00027113,0.000279077
density_d2_N50000_a0p1_t200000_F1_rep2,7,128,512,0.0912687,0.127883,0.133094,6.13262e-05,6.87139e-05,7.38299e-05
density_d2_N50000_a0p1_t200000_F1_rep2,8,256,1024,0.0620405,0.0662979,0.0695543,1.49223e-05,1.79864e-05,2.06793e-05
density_d2_N50000_a0p1_t200000_F1_rep2,9,512,2048,0.0460201,0.0645847,0.0689725,3.60169e-06,4.67964e-06,5.73951e-06
density_d2_N50000_a0p1_t200000_F1_rep2,10,1024,4096,0.0301636,0.0342875,0.0387049,8.18789e-07,1.19096e-06,1.54127e-06
density_d2_N50000_a0p1_t200000_F1_rep2,11,2048,8192,0.0204954,0.0320859,0.0372846,1.68546e-07,3.01616e-07,4.69714e-07
density_d2_N50000_a0p1_t200000_F1_rep2,12,4096,16384,0.0130344,0.0174147,0.021085,2.76189e-08,6.43362e-08,1.24723e-07
density_d2_N50000_a0p1_t200000_F1_rep2,13,8192,32768,0.00724333,0.0137811,0.0191172,2.5867e-09,9.69732e-09,2.49623e-08
density_d2_N50000_a0p1_t200000_F1_rep2,14,16384,65536,0.00216111,0.00592035,0.00996411,1.2427e-11,3.50154e-10,2.54828e-09
density_d2_N50000_a0p1_t200000_F1_rep2,15,17233,68932,0.0,0.0,0.0,0.0,0.0,0.0
density_d2_N50000_a100_t200000_F0_rep0,0,1,4,0.968924,0.968938,0.968938,0.88137,0.88137,0.88137
density_d2_N50000_a100_t200000_F0_rep0,1,2,8,0.72664,0.968909,0.968909,0.220297,0.220313,0.220317
density_d2_N50000_a100_t200000_F0_rep0,2,4,16,0.484412,0.486639,0.487414,0.0550675,0.0556381,0.0557336
density_d2_N50000_a100_t200000_F0_rep0,3,8,32,0.36408,0.487219,0.487414,0.013589,0.014386,0.0143956
density_d2_N50000_a100_t200000_F0_rep0,4,16,64,0.241592,0.246852,0.24904,0.00345104,0.00359557,0.00366529
density_d2_N50000_a100_t200000_F0_rep0,5,32,128,0.181758,0.24496,0.248906,0.000857881,0.000902455,0.000940698
density_d2_N50000_a100_t200000_F0_rep0,6,64,256,0.120847,0.124194,0.128971,0.000215367,0.000230645,0.000240856
density_d2_N50000_a100_t200000_F0_rep0,7,128,512,0.0879864,0.12237,0.128794,5.33548e-05,5.92344e-05,6.4633e-05
density_d2_N50000_a100_t200000_F0_rep0,8,256,1024,0.0599904,0.0637229,0.0678178,1.29013e-05,1.52725e-05,1.82668e-05
density_d2_N50000_a100_t200000_F0_rep0,9,512,2048,0.0429241,0.062263,0.0672127,3.09916e-06,3.94758e-06,4.73607e-06
density_d2_N50000_a100_t200000_F0_rep0,10,1024,4096,0.0289137,0.0328953,0.0370115,7.00924e-07,1.01038e-06,1.33473e-06
density_d2_N50000_a100_t200000_F0_rep0,11,2048,8192,0.0198987,0.0308388,0.0358521,1.44656e-07,2.49138e-07,3.7247e-07
density_d2_N50000_a100_t200000_F0_rep0,12,4096,16384,0.0124769,0.0164675,0.0204633,2.34946e-08,5.40902e-08,9.58163e-08
