depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.977857,0.982582,0.986866,0.839975,0.839975,0.839975
1,2,16,0.973539,0.97923,0.986305,0.307016,0.359165,0.370899
2,4,32,0.965973,0.977698,0.9852,0.106913,0.147412,0.162981
3,8,64,0.542601,0.971522,0.977551,0.0372178,0.0529546,0.0591048
4,16,128,0.526692,0.925718,0.973482,0.0128718,0.0190074,0.0249025
5,32,256,0.511906,0.870978,0.968346,0.00357201,0.00918536,0.0113154
6,64,512,0.445396,0.707069,0.935134,0.0010981,0.00246863,0.00429704
7,128,1024,0.357172,0.532105,0.861917,0.000305787,0.000677504,0.0013326
8,256,2048,0.282939,0.430607,0.605214,6.22762e-05,0.000143218,0.00024744
9,512,4096,0.245739,0.368413,0.537543,1.00511e-05,2.93882e-05,5.56516e-05
10,1024,8192,0.184688,0.292075,0.464223,9.3247e-07,3.41573e-06,8.61922e-06
11,2048,16384,0.106341,0.215055,0.36529,1.29523e-08,1.14107e-07,5.82581e-07
12,4096,32768,0,0.09189,0.209466,0,6.39219e-11,2.08636e-09
13,1809,14472,0,0,0,0,0,0
