depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.938562,0.938663,0.938663,0.683694,0.683694,0.683694
1,2,12,0.938452,0.938637,0.938637,0.170864,0.171744,0.171942
2,4,24,0.471958,0.938352,0.938552,0.0422863,0.0445311,0.0451034
3,8,48,0.46897,0.48237,0.484051,0.0104093,0.0114739,0.0118523
4,16,96,0.456324,0.481728,0.484016,0.00267145,0.00290348,0.00298017
5,32,192,0.237154,0.479725,0.482509,0.000654087,0.000724909,0.000836028
6,64,384,0.230495,0.248128,0.259935,0.000155311,0.000187736,0.000214563
7,128,768,0.220358,0.243362,0.258085,3.58805e-05,4.65812e-05,5.97162e-05
8,256,1536,0.119327,0.231832,0.248107,7.58199e-06,1.16675e-05,1.59534e-05
9,512,3072,0.105007,0.124867,0.146935,1.34188e-06,2.39504e-06,3.8768e-06
10,1024,6144,0.0794389,0.113972,0.139499,1.45485e-07,4.29453e-07,8.53821e-07
11,2048,12288,0.0407708,0.0841522,0.11897,4.06978e-09,3.31177e-08,1.21315e-07
12,4096,24576,0,0.0323728,0.0653177,0,1.28008e-10,4.3312e-09
13,1809,10854,0,0,0,0,0,0
