group_idx,group_size,K_point,K_subtree
0,23,0,23
1,20,0,20
2,8,8,0
3,18,18,0
4,16,0,16
5,27,27,0
6,11,11,0
7,15,15,0
8,16,0,16
9,19,19,0
10,22,22,0
11,21,0,21
12,24,24,0
13,20,20,0
14,20,20,0
15,18,18,0
16,21,21,0
17,26,26,0
18,25,25,0
19,21,21,0
20,24,24,0
21,21,0,21
22,23,23,0
23,16,16,0
24,23,0,23
25,41,41,0
26,10,0,10
27,26,0,26
28,23,23,0
29,24,0,24
30,19,19,0
31,22,0,22
32,23,0,23
33,22,22,0
34,40,0,40
35,22,0,22
36,22,0,22
37,18,18,0
38,21,21,0
39,20,0,20
40,14,14,0
41,13,0,13
42,10,0,10
43,26,0,26
44,23,23,0
45,16,0,16
46,23,23,0
47,15,15,0
48,22,0,22
49,14,14,0
50,14,0,14
51,24,24,0
52,52,52,0
53,23,23,0
54,19,19,0
55,11,0,11
56,13,13,0
57,24,24,0
58,62,18,44
59,27,27,0
60,15,0,15
61,52,0,52
62,26,26,0
63,28,0,28
64,15,15,0
65,27,27,0
66,12,12,0
67,27,0,27
68,17,17,0
69,18,0,18
70,61,19,42
71,16,16,0
72,16,0,16
73,16,0,16
74,49,49,0
75,15,15,0
76,18,0,18
77,24,24,0
78,17,0,17
79,17,0,17
80,25,0,25
81,63,25,38
82,18,18,0
83,17,0,17
84,24,0,24
85,13,0,13
86,19,19,0
87,30,30,0
88,37,18,19
89,21,21,0
90,23,23,0
91,19,19,0
92,25,25,0
93,22,22,0
94,38,20,18
95,31,0,31
96,18,18,0
97,14,0,14
98,29,29,0
99,9,9,0
100,26,26,0
101,18,0,18
102,17,0,17
103,16,16,0
104,22,22,0
105,26,0,26
106,30,30,0
107,16,16,0
108,12,12,0
109,17,17,0
110,18,18,0
111,22,22,0
112,19,19,0
113,25,0,25
114,18,18,0
115,43,20,23
116,18,18,0
117,16,0,16
118,14,14,0
119,19,19,0
120,37,37,0
121,17,17,0
122,23,23,0
123,21,0,21
124,26,26,0
125,9,9,0
126,21,0,21
127,19,0,19
128,17,17,0
129,24,24,0
130,24,24,0
131,44,44,0
132,18,18,0
133,27,27,0
134,9,9,0
135,23,23,0
136,19,19,0
137,15,15,0
138,17,0,17
139,40,40,0
140,8,8,0
141,13,13,0
142,22,0,22
143,18,18,0
144,14,0,14
145,14,14,0
146,26,26,0
147,17,0,17
148,16,0,16
149,15,15,0
150,28,0,28
151,18,18,0
152,8,0,8
153,16,0,16
154,20,20,0
155,19,19,0
156,17,17,0
157,46,18,28
158,28,0,28
159,22,0,22
160,15,0,15
161,13,13,0
162,19,19,0
163,14,0,14
164,19,0,19
165,22,22,0
166,17,17,0
167,22,0,22
168,24,24,0
169,17,17,0
170,17,17,0
171,23,0,23
172,25,0,25
173,25,25,0
174,18,18,0
175,22,22,0
176,15,15,0
177,26,0,26
178,11,11,0
179,19,19,0
180,25,25,0
181,13,13,0
182,28,28,0
183,13,0,13
184,27,0,27
185,21,0,21
186,20,0,20
187,13,13,0
188,19,19,0
189,13,13,0
190,17,0,17
191,18,0,18
192,23,23,0
193,17,17,0
194,19,19,0
195,14,14,0
196,29,29,0
197,51,0,51
198,12,12,0
199,18,0,18
200,25,25,0
201,16,0,16
202,23,0,23
203,22,22,0
204,20,0,20
205,49,49,0
206,49,23,26
207,16,16,0
208,26,26,0
209,26,26,0
210,24,24,0
211,15,15,0
212,14,14,0
213,30,0,30
214,18,18,0
215,16,16,0
216,48,48,0
217,20,20,0
218,21,21,0
219,21,21,0
220,19,0,19
221,20,0,20
222,25,25,0
223,23,0,23
224,34,34,0
225,20,20,0
226,43,43,0
227,15,15,0
228,19,19,0
229,17,17,0
230,15,15,0
231,13,0,13
232,15,15,0
233,9,0,9
234,12,0,12
235,26,26,0
236,20,0,20
237,17,17,0
238,12,12,0
239,21,21,0
240,16,16,0
241,17,17,0
242,21,21,0
243,55,18,37
244,28,0,28
245,18,18,0
246,19,0,19
247,52,10,42
248,20,20,0
249,14,14,0
250,32,32,0
251,46,0,46
252,14,14,0
253,29,0,29
254,20,0,20
255,18,0,18
256,35,35,0
257,14,0,14
258,24,24,0
259,20,20,0
260,12,12,0
261,18,18,0
262,46,46,0
263,14,0,14
264,25,25,0
265,25,25,0
266,21,21,0
267,20,20,0
268,17,0,17
269,21,21,0
270,21,21,0
271,20,20,0
272,15,15,0
273,24,24,0
274,23,23,0
275,12,0,12
276,26,26,0
277,18,18,0
278,31,31,0
279,18,18,0
280,24,0,24
281,17,0,17
282,19,0,19
283,19,19,0
284,25,25,0
285,13,13,0
286,23,23,0
287,50,26,24
288,19,19,0
289,12,12,0
290,24,24,0
291,18,0,18
292,15,15,0
293,20,20,0
294,14,0,14
295,12,12,0
296,20,20,0
297,14,0,14
298,12,12,0
299,23,0,23
300,13,13,0
301,26,26,0
302,22,0,22
303,23,0,23
304,27,27,0
305,16,16,0
306,17,17,0
307,26,26,0
308,20,20,0
309,19,19,0
310,24,0,24
311,14,14,0
312,26,26,0
313,16,16,0
314,23,23,0
315,25,25,0
316,24,24,0
317,17,0,17
318,23,23,0
319,21,21,0
320,24,0,24
321,34,19,15
322,29,29,0
323,14,14,0
324,21,21,0
325,37,15,22
