depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.992276,0.993576,0.994926,0.926299,0.926299,0.926299
1,2,20,0.991023,0.993223,0.994722,0.336058,0.407226,0.423238
2,4,40,0.988671,0.993087,0.994358,0.114619,0.138254,0.145997
3,8,80,0.7577,0.990752,0.993141,0.0328818,0.0497674,0.0555731
4,16,160,0.513246,0.986062,0.992334,0.00982192,0.0166133,0.018262
5,32,320,0.508923,0.740137,0.943221,0.0024293,0.00351511,0.00495386
6,64,640,0.503088,0.659591,0.867529,0.000574664,0.00129755,0.00151299
7,128,1280,0.475575,0.60056,0.763553,0.000172974,0.000325763,0.000593064
8,256,2560,0.363658,0.518207,0.699897,4.34166e-05,8.04597e-05,0.000133372
9,512,5120,0.275424,0.48951,0.608275,8.90037e-06,1.78635e-05,2.76965e-05
10,1024,10240,0.255176,0.324342,0.441288,1.52036e-06,3.13664e-06,5.45255e-06
11,2048,20480,0.231203,0.283459,0.39146,2.31722e-07,4.97054e-07,1.09232e-06
12,4096,40960,0.18535,0.251311,0.33366,1.87786e-08,5.54102e-08,1.34136e-07
13,8192,81920,0.114753,0.207312,0.27399,3.36182e-10,2.16812e-09,8.98048e-09
14,16384,163840,0.0441924,0.118762,0.209738,3.58242e-15,8.16853e-13,3.5767e-11
15,17233,172330,0,0,0,0,0,0
