left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,30,72,29,6,37,19913,15,14,66,29,9,0,6,15,9,21,2,0.7,3.5
1,20,74,29,7,38,19922,4,14,67,29,9,0,7,16,9,11,1.25,0.55,1.57143
2,19,76,29,8,39,19922,2,14,68,29,9,0,8,17,9,10,1.11765,0.526316,1.25
3,14,82,33,5,44,19918,0,14,77,33,9,0,5,14,9,5,1,0.357143,1
4,20,80,33,6,41,19911,9,14,74,33,5,0,6,11,5,15,1.81818,0.75,2.5
5,16,59,22,6,31,19937,4,14,53,22,6,0,6,12,6,10,1.33333,0.625,1.66667
6,11,54,18,7,29,19945,1,14,47,18,3,0,7,10,3,8,1.1,0.727273,1.14286
7,19,104,43,7,54,19893,3,14,97,43,9,0,7,16,9,10,1.1875,0.526316,1.42857
8,10,43,19,3,21,19954,3,13,40,19,4,0,3,7,4,6,1.42857,0.6,2
9,17,102,42,7,53,19897,1,14,95,42,9,0,7,16,9,8,1.0625,0.470588,1.14286
10,30,95,36,9,50,19901,4,14,86,36,17,0,9,26,17,13,1.15385,0.433333,1.44444
11,9,65,28,3,34,19932,3,14,62,28,3,0,3,6,3,6,1.5,0.666667,2
12,23,80,30,8,42,19916,4,14,72,30,11,0,8,19,11,12,1.21053,0.521739,1.5
13,27,96,35,11,50,19901,3,14,85,35,13,0,11,24,13,14,1.125,0.518519,1.27273
14,23,82,31,7,44,19917,1,14,75,31,15,0,7,22,15,8,1.04545,0.347826,1.14286
15,23,103,42,8,53,19891,6,14,95,42,9,0,8,17,9,14,1.35294,0.608696,1.75
16,13,61,24,6,31,19939,0,14,55,24,7,0,6,13,7,6,1,0.461538,1
17,18,71,27,7,37,19923,6,14,64,27,5,0,7,12,5,13,1.5,0.722222,1.85714
18,24,91,35,9,47,19901,8,14,82,35,7,0,9,16,7,17,1.5,0.708333,1.88889
19,19,133,56,10,67,19864,3,14,123,56,6,0,10,16,6,13,1.1875,0.684211,1.3
20,20,81,32,8,41,19914,5,14,73,32,7,0,8,15,7,13,1.33333,0.65,1.625
21,21,96,39,8,49,19898,6,14,88,39,7,0,8,15,7,14,1.4,0.666667,1.75
22,14,80,33,5,42,19918,2,14,75,33,7,0,5,12,7,7,1.16667,0.5,1.4
23,16,53,21,4,28,19941,6,14,49,21,6,0,4,10,6,10,1.6,0.625,2.5
24,20,63,22,8,33,19935,2,14,55,22,10,0,8,18,10,10,1.11111,0.5,1.25
25,21,105,45,6,54,19890,5,14,99,45,10,0,6,16,10,11,1.3125,0.52381,1.83333
26,25,115,45,11,59,19881,4,14,104,45,10,0,11,21,10,15,1.19048,0.6,1.36364
27,16,80,32,8,40,19917,3,14,72,32,5,0,8,13,5,11,1.23077,0.6875,1.375
28,14,59,23,6,30,19938,3,14,53,23,5,0,6,11,5,9,1.27273,0.642857,1.5
29,14,60,24,5,31,19937,3,14,55,24,6,0,5,11,6,8,1.27273,0.571429,1.6
30,22,75,28,9,38,19921,4,14,66,28,9,0,9,18,9,13,1.22222,0.590909,1.44444
31,13,87,38,5,44,19909,4,14,82,38,4,0,5,9,4,9,1.44444,0.692308,1.8
32,26,67,26,7,34,19921,12,14,60,26,7,0,7,14,7,19,1.85714,0.730769,2.71429
33,16,57,22,7,28,19937,6,13,50,22,3,0,7,10,3,13,1.6,0.8125,1.85714
34,23,137,55,12,70,19861,2,14,125,55,9,0,12,21,9,14,1.09524,0.608696,1.16667
35,25,116,46,10,60,19876,8,14,106,46,7,0,10,17,7,18,1.47059,0.72,1.8
36,32,102,42,7,53,19889,9,14,95,42,16,0,7,23,16,16,1.3913,0.5,2.28571
37,21,108,44,9,55,19887,5,14,99,44,7,0,9,16,7,14,1.3125,0.666667,1.55556
38,15,76,34,3,39,19923,1,14,73,34,11,0,3,14,11,4,1.07143,0.266667,1.33333
39,16,89,38,5,46,19911,0,14,84,38,11,0,5,16,11,5,1,0.3125,1
40,22,107,44,8,55,19885,8,14,99,44,6,0,8,14,6,16,1.57143,0.727273,2
41,26,57,19,8,30,19933,10,14,49,19,8,0,8,16,8,18,1.625,0.692308,2.25
42,24,72,30,5,37,19920,8,14,67,30,11,0,5,16,11,13,1.5,0.541667,2.6
43,26,70,25,9,36,19920,10,14,61,25,7,0,9,16,7,19,1.625,0.730769,2.11111
44,11,45,20,3,22,19952,3,13,42,20,5,0,3,8,5,6,1.375,0.545455,2
45,24,63,22,7,34,19931,6,14,56,22,11,0,7,18,11,13,1.33333,0.541667,1.85714
46,22,70,26,8,36,19926,4,14,62,26,10,0,8,18,10,12,1.22222,0.545455,1.5
47,25,84,34,7,43,19910,6,14,77,34,12,0,7,19,12,13,1.31579,0.52,1.85714
48,23,82,31,8,43,19914,4,14,74,31,11,0,8,19,11,12,1.21053,0.521739,1.5
49,21,131,58,7,66,19862,7,14,124,58,7,0,7,14,7,14,1.5,0.666667,2
50,19,86,32,9,45,19911,3,14,77,32,7,0,9,16,7,12,1.1875,0.631579,1.33333
51,22,123,50,10,63,19872,5,14,113,50,7,0,10,17,7,15,1.29412,0.681818,1.5
52,16,77,32,6,39,19918,5,14,71,32,5,0,6,11,5,11,1.45455,0.6875,1.83333
53,14,114,48,8,58,19885,1,14,106,48,5,0,8,13,5,9,1.07692,0.642857,1.125
