group_idx,group_size,K_point,K_subtree
0,142,39,103
1,111,49,62
2,99,47,52
3,59,34,25
4,103,30,73
5,90,35,55
6,62,13,49
7,109,49,60
8,59,22,37
9,87,46,41
10,156,88,68
11,56,18,38
12,120,66,54
13,137,64,73
14,109,71,38
15,119,54,65
16,58,35,23
17,91,30,61
18,127,47,80
19,111,38,73
20,105,46,59
21,96,36,60
22,61,22,39
23,80,40,40
24,111,55,56
25,85,36,49
26,135,52,83
27,87,29,58
28,67,26,41
29,81,38,43
30,109,36,73
31,62,17,45
32,133,41,92
33,67,21,46
34,116,35,81
35,111,34,77
36,167,91,76
37,105,37,68
38,82,55,27
39,80,61,19
40,118,30,88
41,132,47,85
42,110,45,65
43,120,29,91
44,56,30,26
45,113,58,55
46,114,55,59
47,120,55,65
48,95,53,42
49,108,41,67
50,97,43,54
51,124,36,88
52,76,23,53
53,63,20,43
54,122,56,66
55,112,40,72
56,131,43,88
57,101,58,43
58,139,58,81
59,86,60,26
60,93,48,45
61,69,13,56
62,111,49,62
63,83,45,38
64,75,8,67
65,125,56,69
66,34,23,11
67,81,35,46
68,86,28,58
69,109,32,77
70,85,16,69
71,112,50,62
72,77,15,62
73,98,38,60
74,91,27,64
75,160,65,95
76,112,43,69
77,78,20,58
78,89,52,37
79,67,22,45
80,77,37,40
81,103,43,60
82,120,45,75
83,86,30,56
84,121,57,64
85,114,58,56
86,79,34,45
87,71,48,23
88,108,35,73
89,112,37,75
90,120,43,77
91,97,26,71
92,75,33,42
93,93,17,76
94,165,53,112
95,109,16,93
96,70,27,43
97,114,49,65
98,80,19,61
99,171,41,130
100,118,50,68
101,95,46,49
102,103,50,53
103,123,79,44
104,86,48,38
105,111,47,64
106,90,53,37
107,111,46,65
108,132,49,83
109,122,44,78
110,108,32,76
111,67,39,28
112,74,38,36
113,117,61,56
114,102,23,79
115,85,34,51
116,77,26,51
117,92,37,55
118,91,64,27
119,104,60,44
120,94,40,54
121,65,46,19
122,160,63,97
123,106,36,70
124,81,29,52
125,127,53,74
126,122,42,80
127,130,40,90
128,94,44,50
129,113,51,62
130,84,39,45
131,130,45,85
132,110,65,45
133,106,21,85
134,101,43,58
135,122,47,75
136,127,65,62
137,115,68,47
138,118,36,82
139,69,54,15
140,146,67,79
141,93,32,61
142,106,48,58
143,156,66,90
144,84,60,24
145,136,64,72
146,55,18,37
147,153,64,89
148,171,74,97
149,88,38,50
150,104,48,56
151,75,27,48
152,68,21,47
153,80,37,43
154,108,61,47
155,96,38,58
156,85,41,44
157,130,37,93
158,103,36,67
159,172,48,124
160,114,41,73
161,104,48,56
162,82,53,29
163,91,39,52
164,86,43,43
165,144,51,93
166,135,54,81
167,86,27,59
168,129,66,63
169,83,24,59
170,97,39,58
171,108,33,75
172,105,31,74
173,103,40,63
174,109,54,55
175,63,19,44
176,95,50,45
177,73,37,36
178,99,44,55
179,131,28,103
180,85,29,56
181,113,32,81
182,104,17,87
183,103,24,79
184,123,63,60
185,85,35,50
186,89,25,64
187,34,24,10
188,68,35,33
189,126,33,93
190,151,59,92
191,60,35,25
192,86,60,26
193,57,25,32
194,58,46,12
195,119,40,79
196,62,48,14
197,88,29,59
198,97,43,54
199,153,72,81
200,96,43,53
201,114,44,70
202,149,78,71
203,69,26,43
204,142,75,67
205,45,40,5
206,102,38,64
207,90,8,82
208,144,52,92
209,95,48,47
210,70,26,44
211,144,56,88
212,96,44,52
213,80,45,35
214,104,23,81
215,86,43,43
216,101,38,63
217,129,76,53
218,105,43,62
219,116,45,71
220,61,15,46
221,84,37,47
222,116,55,61
223,93,23,70
224,116,30,86
225,94,45,49
226,135,71,64
227,125,61,64
228,87,45,42
229,83,42,41
230,84,21,63
231,108,28,80
232,119,30,89
233,123,62,61
234,53,29,24
235,80,46,34
236,77,44,33
237,117,28,89
238,138,64,74
239,114,37,77
240,83,30,53
241,132,43,89
242,100,39,61
243,64,21,43
244,107,17,90
245,131,42,89
246,104,58,46
247,147,51,96
248,84,32,52
249,91,29,62
250,88,47,41
251,111,45,66
252,75,14,61
253,65,32,33
254,51,23,28
255,82,34,48
256,100,40,60
257,89,42,47
258,94,31,63
259,64,14,50
260,107,40,67
261,103,47,56
262,64,8,56
263,140,69,71
264,95,36,59
265,90,30,60
266,80,28,52
267,74,33,41
268,90,37,53
269,84,30,54
270,124,55,69
271,84,35,49
272,65,37,28
273,96,15,81
274,56,34,22
275,83,26,57
276,137,63,74
277,75,61,14
278,101,33,68
279,158,50,108
280,116,61,55
281,97,42,55
282,117,49,68
283,38,14,24
284,156,76,80
285,112,59,53
286,72,22,50
287,98,34,64
288,88,47,41
289,90,53,37
290,102,39,63
291,88,33,55
292,93,45,48
293,160,57,103
294,97,41,56
295,99,36,63
296,96,34,62
297,126,55,71
298,115,48,67
299,151,27,124
300,83,50,33
301,129,79,50
302,74,31,43
303,110,40,70
304,46,16,30
305,95,35,60
306,73,52,21
307,111,54,57
308,150,55,95
309,130,43,87
310,139,49,90
311,56,28,28
312,85,31,54
313,78,36,42
314,93,47,46
315,55,23,32
316,118,41,77
317,98,39,59
318,73,21,52
319,97,48,49
320,101,37,64
321,131,61,70
322,129,64,65
323,136,31,105
324,97,45,52
325,60,20,40
326,143,47,96
327,108,34,74
328,136,53,83
329,94,58,36
330,93,32,61
331,76,23,53
332,101,39,62
333,129,38,91
334,109,24,85
335,94,39,55
336,108,42,66
337,155,66,89
338,111,40,71
339,111,39,72
340,105,53,52
341,121,67,54
342,129,44,85
343,89,35,54
344,104,36,68
345,65,18,47
346,92,48,44
347,93,38,55
348,82,20,62
349,81,11,70
350,100,38,62
351,99,36,63
352,116,51,65
353,102,37,65
354,38,12,26
355,97,37,60
356,46,21,25
357,106,36,70
358,92,27,65
359,104,37,67
360,65,14,51
361,123,37,86
362,89,43,46
363,89,18,71
364,84,29,55
365,111,35,76
366,118,52,66
367,94,25,69
368,106,41,65
369,94,56,38
370,60,20,40
371,67,21,46
372,73,30,43
373,106,42,64
374,84,34,50
375,126,61,65
376,122,36,86
377,160,61,99
378,81,43,38
379,139,50,89
380,110,41,69
381,116,63,53
382,101,55,46
383,94,56,38
384,80,24,56
385,150,44,106
386,80,37,43
387,84,41,43
388,49,17,32
389,140,49,91
390,252,126,126
391,116,61,55
392,66,27,39
393,77,34,43
394,70,40,30
395,68,25,43
396,110,53,57
397,129,42,87
398,113,57,56
399,100,30,70
400,106,30,76
401,96,46,50
402,110,36,74
403,81,10,71
404,98,49,49
405,77,44,33
406,115,27,88
407,97,46,51
408,38,24,14
409,113,35,78
410,98,37,61
411,144,41,103
412,97,40,57
413,151,63,88
414,83,34,49
415,119,32,87
416,73,35,38
417,82,30,52
418,97,26,71
419,80,31,49
420,112,43,69
421,89,42,47
422,61,30,31
423,99,35,64
424,96,50,46
425,100,44,56
426,152,51,101
427,108,50,58
428,61,11,50
429,96,29,67
430,43,8,35
431,103,59,44
432,94,19,75
433,73,32,41
434,64,17,47
435,58,35,23
436,113,27,86
437,119,59,60
438,63,21,42
439,141,53,88
440,123,59,64
441,99,18,81
442,148,38,110
443,86,49,37
444,132,57,75
445,87,26,61
446,110,45,65
447,70,40,30
448,114,66,48
449,98,32,66
450,70,41,29
451,62,17,45
452,67,28,39
453,93,50,43
454,103,47,56
455,158,85,73
456,93,40,53
457,75,32,43
458,136,66,70
459,112,38,74
460,97,38,59
461,114,20,94
462,48,28,20
463,111,38,73
464,91,39,52
465,76,21,55
466,70,24,46
467,84,40,44
468,102,26,76
469,94,43,51
470,70,41,29
471,77,37,40
472,136,61,75
473,84,34,50
474,90,33,57
475,78,46,32
476,111,46,65
477,49,36,13
478,105,49,56
479,93,54,39
480,102,38,64
481,99,52,47
482,131,71,60
483,91,25,66
484,160,45,115
485,92,46,46
486,122,46,76
487,105,52,53
488,147,45,102
489,103,46,57
490,98,46,52
491,36,13,23
492,110,43,67
493,84,23,61
494,86,39,47
495,82,27,55
496,107,42,65
497,83,48,35
498,87,23,64
499,104,69,35
500,66,22,44
501,76,30,46
502,90,15,75
503,73,45,28
504,95,63,32
505,136,54,82
506,85,39,46
507,72,31,41
508,150,83,67
509,111,44,67
510,142,50,92
511,41,35,6
512,107,45,62
513,94,32,62
514,85,39,46
515,111,51,60
516,108,37,71
517,153,53,100
518,62,27,35
519,168,50,118
520,67,37,30
521,118,60,58
522,116,34,82
523,63,19,44
524,99,37,62
525,113,39,74
526,102,57,45
527,124,44,80
528,77,27,50
529,110,25,85
530,77,26,51
531,102,25,77
532,109,42,67
533,90,38,52
534,80,26,54
535,118,54,64
536,110,47,63
537,105,36,69
538,124,48,76
539,134,57,77
540,99,50,49
541,115,49,66
542,85,25,60
543,62,28,34
544,109,46,63
545,152,37,115
546,75,46,29
547,57,26,31
548,94,46,48
549,81,34,47
550,91,49,42
551,83,27,56
552,146,95,51
553,98,38,60
554,55,32,23
555,74,35,39
556,90,51,39
557,43,22,21
558,49,33,16
559,133,40,93
560,73,15,58
561,120,50,70
562,83,19,64
563,130,44,86
564,49,21,28
565,52,21,31
566,196,105,91
567,80,42,38
568,111,50,61
569,117,67,50
570,122,36,86
571,108,32,76
572,74,32,42
573,103,42,61
