group_size,count
10,1
11,1
15,1
16,1
17,1
19,1
20,1
21,2
22,4
23,3
24,3
25,3
26,5
27,6
28,9
29,3
30,10
31,8
32,9
33,11
34,14
35,13
36,12
37,21
38,19
39,16
40,19
41,23
42,25
43,33
44,25
45,32
46,39
47,34
48,42
49,54
50,40
51,58
52,59
53,60
54,78
55,70
56,75
57,80
58,108
59,104
60,102
61,107
62,134
63,137
64,142
65,135
66,154
67,147
68,178
69,182
70,166
71,183
72,193
73,198
74,205
75,215
76,200
77,226
78,248
79,239
80,238
81,253
82,263
83,258
84,301
85,274
86,276
87,271
88,286
89,308
90,307
91,285
92,309
93,281
94,289
95,290
96,251
97,309
98,294
99,274
100,316
101,302
102,301
103,284
104,293
105,290
106,289
107,248
108,251
109,272
110,248
111,272
112,245
113,240
114,226
115,231
116,236
117,203
118,219
119,198
120,187
121,213
122,172
123,175
124,189
125,146
126,155
127,138
128,148
129,136
130,156
131,119
132,122
133,128
134,107
135,106
136,104
137,103
138,99
139,92
140,75
141,83
142,72
143,67
144,60
145,66
146,63
147,82
148,58
149,63
150,73
151,70
152,46
153,42
154,41
155,43
156,34
157,31
158,53
159,37
160,38
161,39
162,21
163,26
164,18
165,22
166,19
167,20
168,18
169,7
170,12
171,13
172,12
173,10
174,15
175,20
176,13
177,14
178,14
179,6
180,12
181,10
182,12
183,7
184,7
185,9
186,4
187,6
188,4
189,1
190,4
191,6
192,2
193,5
194,4
195,2
196,6
197,4
198,2
199,4
200,3
201,1
202,2
204,4
205,3
206,4
207,1
208,5
209,2
211,3
212,2
213,2
214,2
215,1
216,3
217,2
218,1
221,3
223,1
224,2
225,3
226,1
227,1
229,1
230,2
231,1
234,2
237,1
239,1
240,1
245,1
246,1
252,1
268,1
273,1
277,1
278,1
300,1
305,1
