depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.999462,0.999494,0.999499,0.997708,0.997708,0.997708
1,2,8,0.751241,0.999494,0.999494,0.24986,0.251501,0.25187
2,4,16,0.500171,0.503949,0.506805,0.0630567,0.063381,0.0634957
3,8,32,0.374372,0.504415,0.506999,0.0155731,0.0161851,0.0161926
4,16,64,0.24985,0.254496,0.258949,0.00391188,0.00413096,0.00421243
5,32,128,0.1864,0.252804,0.258727,0.000990546,0.00105583,0.0010902
6,64,256,0.125246,0.129214,0.133225,0.000245453,0.00027113,0.000279077
7,128,512,0.0912687,0.127883,0.133094,6.13262e-05,6.87139e-05,7.38299e-05
8,256,1024,0.0620405,0.0662979,0.0695543,1.49223e-05,1.79864e-05,2.06793e-05
9,512,2048,0.0460201,0.0645847,0.0689725,3.60169e-06,4.67964e-06,5.73951e-06
10,1024,4096,0.0301636,0.0342875,0.0387049,8.18789e-07,1.19096e-06,1.54127e-06
11,2048,8192,0.0204954,0.0320859,0.0372846,1.68546e-07,3.01616e-07,4.69714e-07
12,4096,16384,0.0130344,0.0174147,0.021085,2.76189e-08,6.43362e-08,1.24723e-07
13,8192,32768,0.00724333,0.0137811,0.0191172,2.5867e-09,9.69732e-09,2.49623e-08
14,16384,65536,0.00216111,0.00592035,0.00996411,1.2427e-11,3.50154e-10,2.54828e-09
15,17233,68932,0,0,0,0,0,0
