depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.995722,0.996589,0.997269,0.97609,0.97609,0.97609
1,2,12,0.995054,0.995714,0.997154,0.267121,0.277894,0.280317
2,4,24,0.538544,0.995142,0.996961,0.0709977,0.07652,0.0784029
3,8,48,0.504133,0.570259,0.603455,0.0191594,0.0205338,0.021593
4,16,96,0.496205,0.551212,0.582978,0.00529907,0.00628523,0.00718513
5,32,192,0.293188,0.508493,0.555623,0.00139194,0.0017637,0.00210743
6,64,384,0.259565,0.299265,0.336416,0.000353177,0.000463111,0.000577828
7,128,768,0.249971,0.283757,0.319447,9.85023e-05,0.00014309,0.000195984
8,256,1536,0.155918,0.262927,0.302934,2.58111e-05,3.72935e-05,5.94697e-05
9,512,3072,0.132032,0.163401,0.201964,6.108e-06,8.92825e-06,1.44118e-05
10,1024,6144,0.118921,0.145142,0.180055,1.43312e-06,2.46785e-06,3.7082e-06
11,2048,12288,0.0754693,0.127584,0.157496,2.86432e-07,5.42152e-07,9.38132e-07
12,4096,24576,0.0575875,0.0786171,0.107597,3.60319e-08,9.08818e-08,1.908e-07
13,8192,49152,0.0380786,0.0632019,0.089511,2.18909e-09,9.87474e-09,2.84613e-08
14,16384,98304,0.0130455,0.0368568,0.0655583,1.64175e-12,8.12794e-11,1.03668e-09
15,17233,103398,0,0,0,0,0,0
