depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.996791,0.9968,0.9968,0.987226,0.987226,0.987226
1,2,8,0.748276,0.9968,0.9968,0.246771,0.247907,0.248163
2,4,16,0.498338,0.49994,0.500103,0.0615899,0.0622093,0.0624439
3,8,32,0.373762,0.499828,0.500103,0.0154788,0.0156313,0.01568
4,16,64,0.249339,0.252121,0.256173,0.00383069,0.00402197,0.00408801
5,32,128,0.184747,0.251964,0.256071,0.00095116,0.0010296,0.00105976
6,64,256,0.12419,0.128229,0.13356,0.000238037,0.000262171,0.000282899
7,128,512,0.0917627,0.127,0.133506,5.91565e-05,6.71077e-05,7.27727e-05
8,256,1024,0.0615781,0.065973,0.0696884,1.43885e-05,1.77932e-05,2.03331e-05
9,512,2048,0.0459131,0.0642941,0.0696008,3.4697e-06,4.50212e-06,5.5664e-06
10,1024,4096,0.0298044,0.033905,0.0375921,7.88255e-07,1.1474e-06,1.45003e-06
11,2048,8192,0.0204939,0.0316948,0.0363124,1.62321e-07,2.79377e-07,4.13981e-07
12,4096,16384,0.0129465,0.016981,0.0209425,2.67925e-08,6.10133e-08,1.0322e-07
13,8192,32768,0.00717268,0.0135727,0.0188163,2.41006e-09,9.77787e-09,2.41611e-08
14,16384,65536,0.00210028,0.00583367,0.00985974,1.26857e-11,3.65722e-10,2.6734e-09
15,17233,68932,0,0,0,0,0,0
