depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.983066,0.983068,0.983068,0.902517,0.902517,0.902517
1,2,12,0.983033,0.983062,0.983062,0.225598,0.226714,0.226965
2,4,24,0.49299,0.983062,0.983062,0.056174,0.0569437,0.0572277
3,8,48,0.491324,0.493787,0.497972,0.0141055,0.0143498,0.0143683
4,16,96,0.489552,0.49366,0.497857,0.0035176,0.00364,0.00364899
5,32,192,0.248457,0.4924,0.497673,0.000879423,0.000925001,0.000948098
6,64,384,0.24459,0.251416,0.255511,0.000217307,0.000235491,0.000242349
7,128,768,0.240583,0.250257,0.255257,5.32839e-05,6.04396e-05,6.4216e-05
8,256,1536,0.124735,0.246969,0.254708,1.29999e-05,1.53379e-05,1.72397e-05
9,512,3072,0.120058,0.129143,0.138592,3.01273e-06,3.94372e-06,4.70884e-06
10,1024,6144,0.112071,0.126751,0.137042,6.53579e-07,9.55771e-07,1.25578e-06
11,2048,12288,0.0615037,0.118542,0.133892,1.23649e-07,2.16911e-07,3.246e-07
12,4096,24576,0.0512824,0.0643902,0.0781062,1.64308e-08,4.01794e-08,7.8969e-08
13,8192,49152,0.0334597,0.0555435,0.0718372,9.19866e-10,4.4035e-09,1.23186e-08
14,16384,98304,0.0105845,0.0313781,0.0560567,6.2351e-13,4.60459e-11,5.70263e-10
15,17233,103398,0,0,0,0,0,0
