depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.995419,0.996201,0.996386,0.970285,0.970285,0.970285
1,2,12,0.992727,0.995965,0.996353,0.285954,0.31338,0.31955
2,4,24,0.592148,0.993769,0.995926,0.0856055,0.100953,0.106321
3,8,48,0.508675,0.669798,0.786787,0.0239406,0.0348679,0.0355951
4,16,96,0.504214,0.631802,0.727486,0.00745225,0.0141502,0.0171133
5,32,192,0.363482,0.511537,0.70631,0.00232489,0.00427278,0.00754935
6,64,384,0.267354,0.389483,0.478987,0.000637389,0.00127651,0.00224704
7,128,768,0.262223,0.347919,0.43825,0.000188906,0.000419522,0.0007063
8,256,1536,0.211506,0.295642,0.381975,5.51785e-05,0.000117414,0.000254667
9,512,3072,0.143864,0.221177,0.291444,1.48587e-05,2.87049e-05,6.47818e-05
10,1024,6144,0.132944,0.190111,0.254442,4.03103e-06,8.60186e-06,1.79691e-05
11,2048,12288,0.104449,0.153966,0.221933,9.83224e-07,2.05531e-06,4.36543e-06
12,4096,24576,0.0735762,0.111778,0.165539,1.89742e-07,4.24088e-07,9.06939e-07
13,8192,49152,0.0572138,0.0888039,0.140176,2.82723e-08,8.07924e-08,1.92913e-07
14,16384,98304,0.0354119,0.0661842,0.109747,1.71133e-09,8.05115e-09,2.63905e-08
15,32768,196608,0.0126729,0.0355729,0.0706511,1.37415e-12,5.75896e-11,6.61158e-10
16,34465,206790,0,0,0,0,0,0
