depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.998973,0.998991,0.998991,0.995899,0.995899,0.995899
1,2,8,0.750595,0.998991,0.998991,0.248955,0.251156,0.251651
2,4,16,0.499449,0.502139,0.502163,0.0621532,0.0631519,0.0634938
3,8,32,0.375823,0.501849,0.501938,0.0156647,0.0159935,0.0160472
4,16,64,0.249126,0.254624,0.256488,0.00390382,0.00405255,0.00411137
5,32,128,0.188952,0.252874,0.256331,0.000980909,0.00102664,0.00108023
6,64,256,0.124677,0.128298,0.133146,0.00024033,0.000264051,0.00028252
7,128,512,0.0933292,0.127111,0.131873,5.93884e-05,6.75157e-05,7.64981e-05
8,256,1024,0.061552,0.0659411,0.0694253,1.43371e-05,1.71865e-05,2.03975e-05
9,512,2048,0.0451433,0.0638863,0.0683987,3.4836e-06,4.4853e-06,5.2978e-06
10,1024,4096,0.0298575,0.0339726,0.0375372,7.94641e-07,1.13921e-06,1.53107e-06
11,2048,8192,0.020413,0.0319396,0.0364753,1.64745e-07,2.84149e-07,4.11887e-07
12,4096,16384,0.0129217,0.0170301,0.021164,2.67334e-08,6.30227e-08,1.09582e-07
13,8192,32768,0.00710686,0.0136209,0.0189375,2.37358e-09,9.45829e-09,2.35421e-08
14,16384,65536,0.00211248,0.00587371,0.00999167,1.25926e-11,3.71698e-10,2.4503e-09
15,17233,68932,0,0,0,0,0,0
