depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.989602,0.990298,0.991034,0.896732,0.896732,0.896732
1,2,20,0.986639,0.989716,0.990909,0.331758,0.396948,0.411616
2,4,40,0.98193,0.989199,0.990687,0.11476,0.150783,0.164279
3,8,80,0.918979,0.986006,0.989343,0.0372,0.0598271,0.0737956
4,16,160,0.523657,0.982002,0.987679,0.0126274,0.0221359,0.0284639
5,32,320,0.518071,0.905098,0.975347,0.0038167,0.00722722,0.011005
6,64,640,0.510779,0.827561,0.966258,0.00107913,0.00264858,0.0042947
7,128,1280,0.486631,0.708861,0.93533,0.000322445,0.000807407,0.0013666
8,256,2560,0.43632,0.59302,0.867053,8.78333e-05,0.000219414,0.000415262
9,512,5120,0.298395,0.500758,0.723035,1.85518e-05,4.81282e-05,9.1613e-05
10,1024,10240,0.269847,0.397453,0.531471,3.45413e-06,7.98627e-06,1.59489e-05
11,2048,20480,0.242609,0.333875,0.472611,4.9863e-07,1.30917e-06,3.16836e-06
12,4096,40960,0.195473,0.27522,0.415671,3.95555e-08,1.31538e-07,3.96251e-07
13,8192,81920,0.124923,0.222417,0.333495,6.86358e-10,4.76735e-09,2.02947e-08
14,16384,163840,0.0478383,0.131133,0.236821,7.92756e-15,1.47095e-12,6.62957e-11
15,17233,172330,0,0,0,0,0,0
